,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
1047,Awesome Employer and Place to Work,5.0,"Outstanding company benefits--the Employee Stock Purchase Plan is second to none
The Lehi, Utah campus is only two years old and has already become ""THE Place to Work"" in Utah and Salt Lake counties--gorgeous facility with open, collaborative spaces, excellent café, game rooms, and a friendly team environment. 
Extremely progressive company that values employees--I truly feel needed and wanted with freedom to make decisions and have support at all levels.",Cubicle space is getting tight due to success and growth.,1 person found this review helpful,2014-12-15, Anonymous Employee ,Lehi, UT,Current Employee, more than 1 year
1048,Great company that trusts people will do their best work,5.0,"Great benefits, good HR, great products, great management team that really try to take care employees","Some people take advantage of the laid back culture of the company, e.g. take a lot of vacation or slack off",2 people found this review helpful,2014-12-11, Product Manager ,San Jose, CA,Current Employee, more than 5 years
1049,I have loved my time at Adobe so far. Great benefits and fantastic work environment.,5.0,World-Class Facilities! Great opportunities for creativity.,I don't have anything to say.,Be the first to find this review helpful,2014-12-11, Revenue Analyst ,Lehi, UT,Current Employee, more than 1 year
1050,Adobe is one of the most creative companies in the world,4.0,"Adobe is filled with super creative people wanting to make the world a better place by helping people take what they imagine and bring it out visually.  Whether that's with artwork, photography, or data.  They encourage the heart and every treats everyone very well.  You will love your colleagues.  They are innovating in their human resources areas with their ongoing ""Check-In"" process, and they really care about leadership development.","Adobe is a multi-headed beast now.  They have so many markets and products that they serve, they serve very few of them really, really well.  They're no longer excellent at any one thing, but just very good at a number of things.  The tedious yearly budgeting process, both for execution and for resource management, is ripe to be blown up and new approaches considered.  Tremendously bright VPs and middle managers are reduced to blubbering idiots that can only pass their upper executive's demands downward, causing huge morale and dissatisfaction in the employees as they are hamstrung by half-baked, un-customer-focused ""corporate"" mandates.",2 people found this review helpful,2014-12-11, Engineering Manager ,San Jose, CA,Former Employee, more than 10 years
1051,Be wary of advertised benefits,2.0,"Competitive pay, benefits, sabbatical, facilities","self-preserving managers that throw their subordinates under the bus, terrible work life balance",3 people found this review helpful,2014-12-05, Sales Finace ,San Jose, CA,Former Employee,
1052,"Employer of choice, or of necessity?",2.0,"* Benefits & compensation are competitive 
* Site leaders plan events to make us feel included and part of one company
* Intriguing mix of employees, via many acquisitions ... everyone from corporate folks to creative folks; it's a nice blend","* Lots of long-term employees can mean obduracy ... ""This is how we do things here.""  Running a business unit via oligarchy is risky.  Without fresh opinions, how can you know you're not seriously off track?
* Little chance for promotion or mobility because of low attrition at the top
* Senior-manager-heavy: we are having trouble hiring younger people, and some of our key talent isn't that far from retirement
* PTO policy *sounds* great, but many managers discourage you from taking time off
* Some truly abysmal people managers who have little experience running teams but who are given no motivation or resources to change their ways.  
* Everyone seems burned out most of the time.  No one smiles any more.  If you say 'good morning' in the hallway, people wince because they're afraid you're going to ask for something they don't have time to do.",7 people found this review helpful,2014-12-05, Senior Manager ,San Francisco, CA,Current Employee, more than 3 years
1053,Nice company to work for,4.0,"Have been here for more than 10 years. Overall well balanced company.
Work life balance is good is most teams","Bonuses used to be better before. They are okay now.
Layoff every year for the past 3-4 years
Too many re-org. Forget promotions due to re-orgs, as every year you might be moved to a different team, and no manager would promote you till you work for them for more than an year, and you cannot work for more than an year, since the team would get affected by a re-org. Its happened with me three years in a row.
Some teams are super aggressive, so if you want a good work life balance, make sure you get into the right team.",4 people found this review helpful,2014-12-05, Computer Scientist ,San Jose, CA,Current Employee, more than 10 years
1054,Great company,5.0,"Great work life balance 
Ability to work remote whenever you want",Not a lot of cons that i could mention. Very positive experience overall,Be the first to find this review helpful,2014-12-04, Web Developee ,Dallas, TX,Former Employee,
1055,"Great Brand, Cool Perks, limited mobility",3.0,"Great brand and products, cool perks, on site gym, great insurance plan, great employee stock plan, wellness plan, cool building, great time off policy, shut downs for Christmas and 4th of July.  Lots of smart and creative people.","Work-life balance is rough and stressful much of the time. despite the great time off policy, you are so busy that you feel you can't take advantage of it.  very complicated contract work flow system, constantly resolving invoicing issues for customers.   Compensation is not adequate for the work load. Managers feel they don't have to pay more because of the large job seeker pool which also means Managers have no incentive to keep experienced employees around.   Very difficult to move up, too competitive. In many cases, hiring managers are looking for MBA candidates and will look outside the company even if someone internally could be trained to do the work.  Company is very slow to change and upgrade systems and processes.",5 people found this review helpful,2014-11-20, Financial Analyst ,Salt Lake City, UT,Former Employee, more than 3 years
1056,Freedom,4.0,I had the freedom to be creative and come up with new ideas. We had major perks and a beautiful building. The location was awesome and underground parking was a plus.,Some really bad managers who were put in that position for political reasons. It made the employee invisible and therefore having no chance of being heard since the upper management only listened to our management who in several cases should not have representing us.,5 people found this review helpful,2014-11-19, Program Manager ,San Jose, CA,Former Employee, more than 10 years
1057,Great San Jose Based Company,5.0,"Great location, close to where a lot of people live.",A lot of layers of middle management.,Be the first to find this review helpful,2014-11-17, Account Executive ,San Jose, CA,Former Employee, more than 1 year
1058,Adobe,4.0,Great Benefits.  Great branding helps accelerate the sales cycle.  We are included in a lot of RFP just based on name alone.,Annual restructuring can be unnerving  Career advancement opportunities are on your shoulders to seek out and pursue.  Lack of training and time to self train has become a problem as i have been focused on quota.,Be the first to find this review helpful,2014-11-10, Senior Account Manager ,Lehi, UT,Current Employee, more than 3 years
1059,Time for a big change,3.0,Nice compensation package. Great people. Great name.,No mobility. Zero career opportunities. People get promoted for the wrong reasons. Brain drain. Knowingly shipping buggy software.,6 people found this review helpful,2014-11-06, Senior Product Manager ,San Francisco, CA,Current Employee, more than 8 years
1060,"Fantastic Spirit in the XD department, a lot of inspiring talent around.",4.0,Very renowned company and brand. In the XD department you always get hand on the best and newest tech gadgets and working with the people is truly inspiring. The salary is good and the co-workers seem to be very balanced in regard to the broader company outlook.,"Some communication problems sometimes exist, but that seems normal to a company of that size. Working with different geo locations is sometimes really very struggling.",Be the first to find this review helpful,2014-11-05, Senior Experience Designer ,San Francisco, CA,Current Employee, more than 10 years
1061,"Nice benefits, some cons",4.0,"Great benefits, all the standard benefits, free dinners, child care stipend employee stock purchase; Nice facilities in SJ; Flexible work hours","Average salary, corporate red tape, lack of allocated vacation days is disconcerting, as you are not ""entitled"" to them, lack of career opportunities within teams, wide variation in terms of engineering capability; new lite version of reviews called ""checkins"" are nebulous",1 person found this review helpful,2014-10-29, Anonymous Employee ,San Jose, CA,Current Employee, more than 1 year
1062,Work place environment,5.0,"Great work life balance! Happy hour once a month helps  with team bonding. Besides happy hour, Adobe also community service events in which you can sign up with your team. What I love about Adobe is actually the 2 shutdown periods where Adobe closes down for a week during July 4th and Christmas.","Adobe has an open policy about PTO for salary employees. Basically, if you need time off, you just speak with your manager. However, because there is no PTO accrual basis, most people on my team take only 1 week off at a time. Meaning, if you wanted to travel somewhere far and take 2 weeks, that can be a stretch and may present difficulty in getting approval from management.",4 people found this review helpful,2014-10-21, Data Analyst ,San Jose, CA,Current Employee, more than 1 year
1063,"Fantastic work environment and products, but customer focus sometimes falters",4.0,"Adobe provides you with the chance to work with well-known, technologically advanced products at a company that, for the most part, truly cares about its employees. You get to work with some very smart and creative people, and the same can be said for many of the customers. Though things may not always be perfect (what is?), it's clear that upper management actively thinks about how decisions affect employees, and continually aims to create a positive work environment with good benefits. It's generally a very open and honest company culture.","Though the company pays lip service to being customer-focused, and many individual contributors do sweat the details for customers, when push comes to shove customer satisfaction often loses out to short-term profits. That can be frustrating when you're trying to do the right thing. As for work environment, one historical problem with Adobe is that decision-making has generally been very consensus-oriented, which can slow things down. That may be getting better, however. As with any large company, culture and issues will vary a bit based on what department you're in. Some are more political than others, for example, though, in general, Adobe seems less political than most companies of the same size.",2 people found this review helpful,2014-10-19, Anonymous Employee ,San Jose, CA,Former Employee, more than 10 years
1064,Fabulous company with lots of wonderful benefits with vacation and great workspace! Great location in San Jose.,4.0,Great time off schedule and the holiday shutdowns are very welcomed. Lots of opportunity for training and cross functional and lateral opportunities. Ability to work from home. Great location in San Jose because it is away from the crowds of Mountain View/Palo Alto traffic.,Too much red tape in organizations like IT. Silo teams and tough to grow career into the next phase. Profit sharing was taken away and the spot bonus incentives were becoming rare. Career titles advancement was not consistent as some people had inflated titles while others didn't.,1 person found this review helpful,2014-10-10, IT Project Manager ,San Jose, CA,Former Employee, more than 10 years
1065,"good company, great benifits",4.0,Worklife balance Upbeat Benifits Great people Smart Technologies,Responsible for your own growth,Be the first to find this review helpful,2014-10-09, Computer Scientist ,San Jose, CA,Current Employee, less than 1 year
1066,awesome,5.0,"company values, office culture, company perspective and direction",teams are too isolated from each other,Be the first to find this review helpful,2014-10-05, Solution Architect ,San Jose, CA,Current Employee, more than 5 years
1067,Great people but...,3.0,"What makes Adobe special is the people.  Fortunate to work with such a sharp and dedicated crew.  Especially enjoy the collaboration across the different geographies.  The benefits and compensation are also good.  Focus on ""green"" initiatives and fitness are also a big plus.","As any company grows, there's an expected increase in bureaucracy.  That said, it seems we make decision making more difficult than necessary.  Work-life balance has also steadily deteriorated over the past few years.",1 person found this review helpful,2014-10-05, Anonymous Employee ,San Jose, CA,Current Employee, more than 10 years
1068,Adobe,3.0,Great cool company with cool stuff all over. Love the dash boards that are every where.,"If you love process to point of vomiting, you will love this. Process that can take a week to do a job that should only take five minutes. The amount of self  'patting on the back' was nauseating. Once mangers pigeon hole you, no matter what the home run is or awesome job is, you will be stuck waiting on yearly lay offs.",Be the first to find this review helpful,2014-10-02, Product Management Director ,Lehi, UT,Former Employee, more than 5 years
1069,Solid Company with Good Work-Life Balance,4.0,"Very solid company. Business is good and doing steady; work-life balance is excellent with long hours being few and far in between for most people. The office clears out by 5:30. Great location flexibility as well; I see many cubicles and offices that remain empty 4 days a week. Some of them, 5 days a week (yes, they are occupied).","For a Silicon Valley company, the pace of innovation is not particularly on the the rapid side. I wouldn't go so far as to say slow, but definitely not fast. Same goes with bureaucracy and office politics - not as bad as say a traditional, non-Valley company, but it's there and it slows down everything. Benefits are solid but perks are not particularly great.",Be the first to find this review helpful,2014-09-30, Business Analyst ,San Francisco, CA,Former Employee, more than 1 year
1070,"Great people, genuine demeanor.  Creative leader!!!",5.0,Creative edge with some of the smartest and caring people.   Fast moving with community feel.   Strong employer pride factor but not arrogant at all.  Visible VP and exec team ... See them in cafe all the time. Approachable too.  Strong talent bias with strong value system.,"Can be a bit of a matrix so need to learn how to navigate. That said, people will help if you ask I'm a heart beat.",Be the first to find this review helpful,2014-09-25, People Resources ,San Jose, CA,Current Employee, more than 5 years
1071,Good company that takes care of it's employees but lacks innovation and excitement of start up.,3.0,"Strong focus on procedures, policies, culture, and people.  Great benefits.","Allows little room to spread your wings and go after the ""next big thing"".  Company is more focused on short term profits than on long term revenue.",Be the first to find this review helpful,2014-09-23, Sales ,Salt Lake City, UT,Former Employee, more than 1 year
1072,Love the company,5.0,Amazing Products; great leadership; huge opportunities for the business and career,Would love more variety for food services,Be the first to find this review helpful,2014-09-16, Anonymous Employee ,San Jose, CA,Former Employee, more than 10 years
1073,"Great pay, benefits, treat you like a person, parties, smart staff",5.0,"Pay, TONS of time off, overtime for hourly positions, really great health benefits, lots of company parties, happy staff, smart staff, solid tech company","Red tape of being at a big business, it's very hard to effect big change. Small realm of expertise- you learn one small part of business well, but not the full spectrum. Same with any large company.",Be the first to find this review helpful,2014-09-15, Order Management Representative ,Lehi, UT,Former Employee, more than 5 years
1074,Company that really cares about its employees,5.0,"Great Compensation plan, great benefits and side perks, great locations, and great people!",Tends to move slowly on new innovations,Be the first to find this review helpful,2014-09-09, Senior Product Manager ,San Jose, CA,Current Employee, more than 5 years
1075,"Awesome, talented workgroups",5.0,"-Competitive Pay and Benefits,  Talented and very hardworking environment within the database realm.  There are great incentives and resources to utilize to create awesome work and research.  The building is clean , and offers  healthy snacks/drinks.  The technical resources for development and analytics are advancing through updated/new tools and software.",Personal Growth expanding outside your usual duties may be difficult to attain in highly focused work groups.  There are also many surrounding vendors which may be a good and bad thing.,Be the first to find this review helpful,2014-09-08, Anonymous Employee ,San Jose, CA,Current Employee, more than 1 year
1076,"Talks a lot about innovation, but is slow to move",4.0,"The closer you work to the big products, the more fun and creative the work environment is. The pay is pretty good, and the benefits are nice. I was given a lot of leeway by my manager to try and innovate, but the company is not built for broad sweeping changes.

Current management is brilliant. The overall shift the company has made in the last few years has been incredible. The company was not headed in the right direction for a long time and now things are looking very very well.","The San Jose office is depressing.the company is still taking a very long time to get serious about disrupting long-standing parts of the business. 30 years of legacy code means attachment issues, and a lot of work to do before real innovation can happen.",Be the first to find this review helpful,2014-09-08, Product Manager ,San Jose, CA,Current Employee, more than 1 year
1077,Good direction,4.0,Very green company. I love their core principles and find they give direction in the company.,"Bigger company, challenges with transitioning from Omniture. Adobe is making things better though.",1 person found this review helpful,2014-09-08, Technical Account Manager ,Lehi, UT,Current Employee, more than 5 years
1078,Best company in the Silicon Valley!,5.0,"I never imagined I would find a company like this. We work on interesting stuff all the time using the latest technology.  Adobe takes very good care of their employees; they make sure you get want you want from training to benefits. I simply enjoy going to work, enjoy sharing my ideas with intelligent (and humble) people who are always ready to help. People are not jealous of each others, they are ready to help you improve if they have time. It is true that not all teams are like this but I would say the majority of the teams I have seen there. These are some of the cons:
Great products to work on
Use of latest technology
Great benefits
Creative and innovative people
No micro management
Flexible hours
Cool people to work with/for
Fun activities for employees",Some managers can ruin the whole work experience.,Be the first to find this review helpful,2014-08-31, Software Engineer ,San Jose, CA,Current Employee, more than 1 year
1079,Great opportunities and learning,4.0,"Good management, leadership, competitive salaries
I liked the generous time-off policy, including the shutdown vacations.
Yu may find many intellectual and innovative peers.",Can't think of too many cons. But definitely feel there is limited work-life balance. Work may spill over on weekends and weeknights occasionally.,Be the first to find this review helpful,2014-08-31, Program Manager ,San Jose, CA,Former Employee, more than 1 year
1080,Amazing company,5.0,"- Challenging, yet laid back work environment. It depends on your manager, but in my team you are truly evaluated on whether you get your job done, and not on how many hours you spend in the office
- Awesome products, amazing brand reputation, lots of growth opportunities
- Work with sharp, bright people (recruiting is very selective -- I had to work very hard to get hired)
- Unlimited PTO -- there is not a cap on how much PTO your manager can give you
- Full week of the 4th of July plus full week of Christmas and New Years are paid holidays
- At least for Utah, pay is above what you will get at other tech companies
- Great benefits, especially the employee stock purchasing program where you can buy Adobe's stock at a 15% discount
- Here in Utah, the Adobe campus is incredible. I feel happy while I walk through the building","- Lots of bureaucracy when it comes to practically anything (your manager needs a gazilion authorizations for anything you want to do or get)
- Bureaucracy especially ridiculous when it comes to HR
- Hiring freeze which forces teams to hire temporary contractors, creating a sense of instability within the company. You never know if your coworkers will be here next year, not because they are not performing, but because they are ""blue badges"".",1 person found this review helpful,2014-08-28, Analyst ,Lehi, UT,Current Employee, less than 1 year
1081,"A fine place, but they operate like an ancient institution, not a modern, nimble tech innovator.",3.0,Great sustainability commitment. Decent work-life balance.,Adobe moves like a DINOSAUR. Incredibly siloed and resistant to change. Way too slow to address change (both internally and externally).,1 person found this review helpful,2014-08-27, Solutions Consultant ,San Francisco, CA,Former Employee, more than 1 year
1082,Great Company To Work For,5.0,Generous amounts of time off with sick time and vacation. Good work/life balance. Great people to work with. Executive management are focused and committed to company's transition to cloud based services.,Upward mobility and paths for promotion are a little unclear.,Be the first to find this review helpful,2014-08-26, Computer Scientist ,Seattle, WA,Current Employee, more than 10 years
1083,Great Company to work for but...,3.0,"For a large software company, this is a great place to work. The benefits package is pretty good and their stock options
are great. Work life balance is not that great as you may end up working a lot of late nights and weekend.",The only way to get promoted is if someone leaves a position. The base salaries are not really competitive.,2 people found this review helpful,2014-08-25, Senior Project Manager ,San Jose, CA,Current Employee, more than 8 years
1084,Pleased with Adobe,5.0,"Professional, yet relaxed office atmosphere. A sense of community is fostered within the entire site, with plenty of opportunities to be involved in community activities or attend guest lectures. They live the values presented. The company encourages a life outside of work - which is refreshing! Work hard, play hard certainly applies to Adobe.","Still learning within the company, so a review of cons will have to be forthcoming.",Be the first to find this review helpful,2014-08-25, Anonymous Employee ,Lehi, UT,Current Employee, less than 1 year
1085,Employees stay a long time,4.0,"flexible work environment, good location, great office space",everyone's opinion gets taken into account...too much so,2 people found this review helpful,2014-08-14, Senior Marketing Manager ,San Jose, CA,Current Employee, more than 10 years
1086,Great location and great benefits with nice people,4.0,Pretty laid back if you're a QE,hard to move around or out of Quality Engineer in to something else.  It is impossible to apply for other positions within the company; they won't even give you an interview.,2 people found this review helpful,2014-08-12, Software Quality Engineer ,San Francisco, CA,Former Employee, more than 5 years
1087,Great Place to Work,3.0,"Care about their employees, Great benefits, Flexible schedules",Can't really think of many cons.  Wish they offered better salary raises but at least they do it unlike some other companies.,1 person found this review helpful,2014-08-08, Senior Manager ,New York, NY,Current Employee, more than 1 year
1088,"Awesome Culture, great products, great people",5.0,I love the culture. Benefits are great.  Smart people to work with and great work life balance.,"Internal politics - salary caps, little opportunity for upward growth within teams (have to jump around)",1 person found this review helpful,2014-08-07, Sales Operations Manager ,Lehi, UT,Current Employee, more than 1 year
1089,Adobe is a great place to work,5.0,Great company vision and culture combined.  It includes great benefits.,Large organization so difficult to have impact depending on level,1 person found this review helpful,2014-07-29, Anonymous Employee ,San Jose, CA,Current Employee, more than 5 years
1090,"Great company, departmental deficiencies.",3.0,"Employee Stock Purchase Program.
Stocked break rooms with some free food.
Activities/Pro bono/Corporate Events.
Software Purchase Program.
Health/Wellness Benefit.
Gym, Basketball Court indoor and outdoor.
Cafe is mostly decent for lunch (reasonably priced).","Difficult to move up.  Mismanagement and disincentive to go above and beyond for your job.  You don't move up unless someone leaves, and even then that is no guarantee because someone could be hired in from the outside above you.
Feedback given is often ignored.
Shares/incentives kept at higher levels - not much trickle down.",3 people found this review helpful,2014-07-28, Anonymous ,Lehi, UT,Current Employee, more than 1 year
1091,Great Place to work,4.0,"Flexible, Great people and benefits","Unfortunately,  not much growth opportunity.",1 person found this review helpful,2014-07-28, Finance Manager ,San Jose, CA,Current Employee, more than 5 years
1092,Mostly Great Company - But watch out for annual Dec redundencies,4.0,"Great work evirnoment, and good work-life-balance, above average salary, and culture","Middle management, annual December redundencies",Be the first to find this review helpful,2014-07-27, Senior Technical Consultant ,San Francisco, CA,Former Employee, more than 5 years
1093,"Great place to work, difficult place to get a job",5.0,"Great people, great work life balance (depending on your manager/job role of course), great benefits.","Everyone here is very ""nice"". More difficult conversations need to be happen on a regular basis. Politics can be an issue depending on which group you're working with and how much proximity you have to the upper crust of leaders.",3 people found this review helpful,2014-07-25, Senior Instructional Designer ,San Jose, CA,Current Employee, more than 3 years
1094,"Great people, lots of fluff",4.0,"The benefits are amazing, the people I worked with are even better.  Stock plans are fantastic and there are a lot of fun little perks (cell phone plan, company parties, etc).","Lack of strong leadership leaves cross team coordination and vision much to be desired.  In such a large organization it's critical to keep all products that are part of a ""suite"" aligned in vision.  This lack of leadership left good projects abandoned or severely delayed and unnecessary duplicated efforts.",Be the first to find this review helpful,2014-07-22, Team Lead Software Engineer ,Lehi, UT,Former Employee, more than 3 years
1095,"Pretty good company, but net talent loss",3.0,"Compensation is pretty competitive and the benefits are pretty good.  The company truly cares about being a responsible member of the community in its green initiatives and volunteering opportunities.  The Digital Publishing side of the business makes some very good, industry leading software.","Hiring managers are not given the tools to be competitive in finding and retaining the best talent.  Some business units have basically given up on hiring locally in SF and fill positions almost exclusively in India.

Some highly visible mistakes have been made by senior leadership with no one held accountable.  This culture of unaccountability permeates down.

It seems to be a complacent employee base made up mostly of nine to fivers waiting to retire, with no real motivation to move the needle.  They are more than happy to let the truly talented minority carry them and the company on their back.",2 people found this review helpful,2014-07-19, Anonymous Employee ,San Francisco, CA,Current Employee,
1096,Great camaraderie between team members and a great place to work,5.0,"flexible hours, work life balance and very talented people around to learn from",If you do an awesome job it might go unnoticed unless you flaunt it!,Be the first to find this review helpful,2014-07-17, Technical Lead ,San Jose, CA,Current Employee, more than 5 years
1097,"Great company, odd internal structure.",4.0,"Adobe provides an excellent work/life balance, opportunies for advancement (after a fashion) and a generally engaging and exciting corporate culture. I feel valued by my manager and director, and am very happy in my current role.","Frequent sales reorganizations leave all departments flustered and scrambling to update internal contacts at least once a year. There is frequently little cooperation between departments, and there is a fierce sense of territoriality, especially among the employees that were part of the 2009 Omniture aquisition. See also: frequent layoffs.",1 person found this review helpful,2014-07-17, Credit Analyst ,Lehi, UT,Current Employee, more than 3 years
1098,Good company,4.0,"Collaborative culture, good compensation, work life balance",Moves slow; unclear career path,Be the first to find this review helpful,2014-07-17, Director ,San Jose, CA,Former Employee, more than 3 years
1099,Excellent Work/Life Balance,5.0,"Benefits are good: 
24 Days PTO, two week long holiday breaks (which don't count against PTO). 
Medical is solid.
Stock grants are nice.
Realistic work hours.
Free parking and bus pass.
Nice tuition re-imbursement.
Career advancement is encouraged, training and career-focused learning are emphasized toward that end.","Duplication of team functions in segregated silos. Valuable experience may be cordoned off.
Bureaucratic processes may block projects, be aware that any new process encountered may take more time than expected.
Territoriality of middle management, though not as pernicious as some Puget Sound area software companies, is present. Advise caution when proceeding with projects that cross manager boundaries.",1 person found this review helpful,2014-07-16, Devops Engineer ,Seattle, WA,Current Employee, more than 10 years
1100,Great company,5.0,Company offers great benefits; flexible time-off policy; decent work-life balance,Some employees stay there forever; very territorial,Be the first to find this review helpful,2014-07-12, Senior Marketing Manager ,San Jose, CA,Current Employee, more than 3 years
1101,Totally misaligned with individuals interests.,1.0,"Name recognition and benefits are very good. Base salary was fair, and resources around benefits are good.  Strong marketing organization helps grow the Brand.","Absurd levels of turnover in management ranks. Absolute disregard for individuals. The company is bereft of values and is tone deaf to individual's concerns.  Having suffered through having family displaced during Hurricane Sandy, not one member of management reached out to offer anything.",10 people found this review helpful,2014-07-07, Senior Account Executive ,New York, NY,Former Employee, more than 1 year
1102,Not the best company for everyone.,1.0,"Smart, fun people overall. Challenging work.","Some product paths are not well defined and always changing. The manager seemed to take on way too much project workload causing them to experiment way too often with the team makeup and responsibilities. Made a lead developer the QE manager, causing a clear conflict of interest and direction in test quality and results.",3 people found this review helpful,2014-07-07, Senior Quality Engineer ,Seattle, WA,Former Employee, more than 5 years
1103,Steady as she goes,3.0,"Nice benefits, creative products, nice people.","Very political, hard to get promoted.",4 people found this review helpful,2014-06-29, Director ,San Jose, CA,Former Employee, more than 5 years
1104,Great place to work,5.0,"Excellent compensation, work-life balance, and culture.","Things tend to move slowly, at a risk adverse pace.",1 person found this review helpful,2014-06-18, ECommerce Strategy Manager ,San Francisco, CA,Current Employee, more than 5 years
1105,Worked there for several years,4.0,People are respected for what they bring to the team. I had 2 very supportive managers who helped me to grow.,Continuous org changes and layoffs.,1 person found this review helpful,2014-06-18, Software Engineer ,San Francisco, CA,Former Employee, more than 3 years
1106,"excellent, very strong work life balance",5.0,"very strong creative and marketing products, always innovating and cutting edge software!","not much, great place to work",1 person found this review helpful,2014-06-11, Solutions Consultant ,New York, NY,Current Employee, more than 3 years
1107,"Solid products, good culture, need to increase sales pay",4.0,A very solid company culture. I feel like my contributions are valued. There is room to grow my career. More time off than I can possibly use in a year. The best place I have ever worked,"Over the last few years Adobe has really fallen behind in what they pay sales people. It is pretty shameful actually, and has lead to a huge exodus this year. Hope they can see the problem and get it corrected soon.",2 people found this review helpful,2014-06-11, Account Executive ,Salt Lake City, UT,Current Employee, more than 1 year
1108,good company,5.0,all is ok with culture pomotions and leadership,i have good benefits at afobe,1 person found this review helpful,2014-06-11, Data Scientist ,New York, NY,Current Employee, more than 1 year
1109,Place for retirement,4.0,"Great work life balance, people are nice to each other, feel like family.","There are lots of people take advantage of the relaxing culture, not feel much motivated, since they wont really appreciate that. no cash bonus for 2013 individual contributer",Be the first to find this review helpful,2014-06-09, Computer Scientist ,San Jose, CA,Current Employee, more than 3 years
1110,Great culture,5.0,"Adobe has a great ethical culture of delivering mind blowing products while preserving a great balance of life and work. This derives from the founders, Chuck and John, and has been preserved because of their active involvement on the Board and because so many key contributors to this culture Adobe have stayed and not chased other opportunities. . The brand is very powerful worldwide and the pay and benefits are outstanding.","It is inevitable that a culture that does such a great job of preserving work-life balance will have pockets of operations where the pressure to deliver is very intense (sales, radical updates to products such as making it all cloud based). Also, the Omniture acquisition brought in a lot of people who were in the mold of their former CEO Josh James who was selfish and self-promoting and the antithesis of Chuck and John. They are very political and a continuing risk to Adobe's culture.",5 people found this review helpful,2014-06-04, Senior Director ,San Jose, CA,Former Employee, more than 5 years
1111,Great company bad model,5.0,Work life balance is truly practiced,screwed up payment of commission.,1 person found this review helpful,2014-06-03, Account Manager ,San Jose, CA,Current Employee, more than 3 years
1112,Mostly positive,4.0,Great benefits and colleagues.,Tough to get promoted or switch roles.,1 person found this review helpful,2014-05-29, Anonymous Employee ,San Jose, CA,Current Employee, more than 8 years
1113,Digital Marketing Consultant,4.0,"Good work, great tools, good exposure to work with clients.","Wobbly management of the consulting organization, pay (not pro rated for location)",1 person found this review helpful,2014-05-28, Consultant ,San Jose, CA,Current Employee, more than 3 years
1114,"Great benefits and pay, but exceedingly bureaucratic",4.0,"Very employee friendly, good comp.
Smart people","Hard to break through the matrix. Bureaucracy means things move (too) slow
Career advancement is limited, so accept it and find your place",1 person found this review helpful,2014-05-23, Anonymous Employee ,San Francisco, CA,Current Employee, more than 3 years
1115,Great work-life balance and creative people,4.0,"- very green/eco-friendly company
- awesome benefits
- great building in SF
- great culture in SF office  - creative, energetic
- easy to work remotely with all the great Adobe software and infrastructure in place
- lots of opportunities for training","- too many middle managers
- huge void between worker-bees and upper management
- not a lot of room to progress into sr. roles
- executives are inaccessible and out of touch with employees
- too many re-orgs",1 person found this review helpful,2014-05-21, Marketing ,San Francisco, CA,Former Employee, more than 5 years
1116,Senior User Experience,3.0,"Great benefits, smart people, cool building, good salary, great products",Some managers not great at managing,Be the first to find this review helpful,2014-05-20, Senior User Experience Designer ,San Francisco, CA,Former Employee, less than 1 year
1117,Uninspiring,3.0,"Excellent benefits, good work-life balance, and in general, folks are really nice to work with depending on what your focus is.",Company resources are spread thin and management appears to be uncoordinated and short sited. Company values are no longer emphasized and revenue in the short-term seems to rule.,2 people found this review helpful,2014-05-19, Senior Marketing Manager ,San Jose, CA,Former Employee, more than 5 years
1118,Love working here,5.0,"Great culture, great management, love it",None that I can think of.,Be the first to find this review helpful,2014-05-19, Project Manager ,San Jose, CA,Current Employee, more than 3 years
1119,Research work at Adobe,4.0,Excellent environment. You have a lot of freedoms to work on the research problems that are relevant to you and the company. You have a chance to publish your work and attend conferences. Very good work-life balance!,It is time consuming to build relationships with the business units and customers.,2 people found this review helpful,2014-05-18, Analytics Researcher ,San Jose, CA,Current Employee, more than 1 year
1120,Great place to work,5.0,Wonderful employee compensation and work life balance.,"Depending on where you are, growth opportunity can be stagnant.",Be the first to find this review helpful,2014-05-18, Senior Manager ,San Jose, CA,Former Employee, more than 3 years
1121,Tech company with perks,4.0,"Lots of perks, high tech culture, great brand to work for. Good gym, great benefits, overall more positive experiences than bad ones.","I survived several rounds of layoffs over the coarse of three years I was there and ended up quitting because i found a job with more career advancement. It's not typical for employees to get promoted, though employees often get moved around during re-org. I've seen several hard working individuals get laid off over the years, I believe though they all received equitable severance deals. Culture here is all about doing more with less, which means you will be working hard here. Exempt employees get pushed very hard and do not get paid their unused pro when they leave which I wish I knew in my last two weeks. Expect to work with passionate people who don't mind working late or on weekends",2 people found this review helpful,2014-05-15, Manager ,San Jose, CA,Former Employee, more than 3 years
1122,"Great culture, great company",5.0,"Work-life balance, lovely offices, smart people.",Demanding and long work hours,Be the first to find this review helpful,2014-05-13, Software Engineer ,San Jose, CA,Current Employee, more than 8 years
