,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
144,You get what you give,5.0,"- High growth company with great opportunities for advancement
- Management recognizes and rewards hard work
- Good people are promoted into management (on the the product team)
- Good work/life balance for those with families

I've worked at alteryx for over a year and I can honestly say it's been a wonderful experience. I wanted to wait and see how alteryx would play out for me before writing a review, but now I can say that this truly is a great place to work. 

I've worked for both large companies, and small start ups, and experienced the ups and downs that come with working in those environments. Alteryx is actually an old company that is just now getting the recognition it deserves. The growth has been amazing, but it is not the unstable type growth that you see with hot start ups that just fizzles away in a year or two. Alteryx is built to last, and if you're looking for a stable job with a stable company that isn't going to vanish overnight, then this is the place for you. Alteryx also has a great culture with great people. People here love to connect and team building outings are encouraged regular. After a year here I feel like i've really been able to connect with my piers. That feels great after several years of working remote from home. Plus, alteryx will give you time to volunteer and give back to the community if that's important to you. 

But, it's no free ride. Alteryx expects your best, and if you give your best and work hard, you will be rewarded and recognized. That's rare these days, especially in tech where companies work you to death and expect 80+ hr work weeks only to pile more and more on you till you burn out. Alteryx cares about the career aspirations of its employees, and wants you to be happy in your role, and that has been refreshing for me. Bottom line is, if you work hard and have a growth mindset, alteryx will work out great for you.","- Benefits are OK for the sector
- High growth comes with some growing pains

Every company has some things that are not perfect, and alteryx is no different. But honestly if you've worked in tech before, alteryx is not going to have issues that will surprise you.",4 people found this review helpful,2020-01-05, Product Management ,Broomfield, CO,Current Employee, more than 1 year
145,Awesome Analytics,5.0,"This company is first class, and lead by great people that care about their people. 

The product is awesome, allowing everyday people to become data scientists. Very exciting to see how it can transform a client's outlook on working with data. 

There is still lots of growth available, and it appears that the company is building in a very determined, thoughtful way.",There don't appear to be any hiccups on the road to positive growth for this company for the foreseeable future.,Be the first to find this review helpful,2020-01-02, Sales Engineer ,Arlington, VA,Current Employee, less than 1 year
146,Amazing Singapore/APAC Team + Challenging yet Satisfying Experience,5.0,"As one of the more junior associates in the team (and with only a 1-year work experience), what I look for most in a job is mentorship, challenge & growth. 

I’m very thankful to be surrounded by supportive mentors (from both the SE & AE team) who consistently challenge me to always perform my very best; who lead by example; who always encourage me to improve and be a better professional version of myself everyday (as I quote one of my managers, “Learning doesn’t stop here”). 

Amazing customers to work with - especially in this landscape where data analytics is quintessential in any business, that thrill of solving a customer’s problem with our robust platform is immeasurable. 

Great colleagues who I’m proud to work with everyday. Bringing the concept of self-service analytics is tough in a region like ours, but everyone of us really gave our 200% to solve real, impactful issues.","The nature of this market is extremely fast-paced. What will be relevant now may not be relevant in the next 1 year, or even the next few months. We need to be constantly innovative and vigilant to continue to be the disruptor - or else we will be disrupted.",6 people found this review helpful,2019-12-24, Solutions Engineer ,Singapore,,Current Employee, more than 1 year
147,Exciting and fun-filled place to work,5.0,"A great company with fast track growth with endless potential. The product solution is fantastic addressing a gap in the analytics landscape today. 
Energy level in the APAC team is immense as everyone is motivated, driven and hungry for success. 
Awesome and fun colleagues makes the challenging times better and encouraging with their fun-filled laughter!",High growth / Fast pace environment which requires adaptability and motivation to keep up.,1 person found this review helpful,2019-12-13, Account Executive ,,,Current Employee, more than 1 year
148,Incredible growth company with solid leadership,5.0,Best in class product disrupting the space and solid Sr Leadership team.,Hyper growth results sin constant change and evolution. Not for everyone.,1 person found this review helpful,2019-12-12, Enterprise Account Executive ,Irvine, CA,Current Employee, more than 5 years
149,Chaos Reigns at the Top,2.0,"The product is solid and truly enhances the lives of our customers daily. Peer group in immediate team is smart and collaborative. There are some genuinely good people across the company. Great benefits, pay and perks. Good trainings, leaders and HR people accessible for mentoring and advice.","It’s evident to even the lowest levels of the company that our leadership is dysfunctional. I have never worked for a company where it’s so visible at my (pretty low) level of the company that the C-Suite isn’t on the same page. They seem to lack focus. Our CEO is a founder who is completely out of touch with the company. When he speaks at all hands meetings I wish I had a dollar for every eye roll I see - he comes across as a phony person who doesn’t care about the little people. He started an “Alter-Us” initiative focused on diversity. What is hypocritical is that he hired a new COO who is a white male without trying to get some diverse leadership. After hearing the COO introduce himself it’s obvious that the CEO didn’t do anything to find a diverse candidate. He just hired someone from his network who seems to not even have a real COO background. If the CEO really cared about diversity he would have found a diverse candidate with a real COO background. The COO even made a comment about getting out of Miami because he didn’t speak Spanish. It came across as derogatory. 

The environment is fear based and you’re always wondering if you will fall out of favor and get fired. CEO and his team seem to perpetuate that.",18 people found this review helpful,2019-12-11,  ,,,Current Employee,
150,If you are looking for a company with great culture – STAY AWAY!,1.0,"1.	Sticky product – easy to prove the ROI of Alteryx Designer.
2.	Countless marketing events to generate hypes in the market for its name value thus getting tractions in the market.
3.	Cigna Insurance","1.	Quota unattainable – 2018 to 2019 increase by 300% without proper trend analysis done in the region.
2.	Leadership encourages favouritism – if you are not part of the gang, you will be shunned.
3.	Very high churn – one employee per month leaving since Q2 across APAC.",10 people found this review helpful,2019-12-09, Anonymous Employee ,Singapore,,Current Employee,
151,"IF YOU LOVE YOUR LIFE, DON'T JOIN ALTERYX SINGAPORE",1.0,"1. Product
2. Pantry
3. The management team in the U.S.","Have you seen ""the witch, wardrobe and the lion movie""? In the movie, the witch poisons the entire kingdom. The citizens need to be nice with her, and obey her orders, gossip with her whenever she wants, kill others whenever she wants, because each and every citizen is afraid of getting killed by her. You will get similar experience at Singapore Alteryx office. 

1. Toxic Environment
2. Insensitive Leadership
3. Need to Bootlick to survive
4. HR is a joke, they have no power. They survive just like others, pleasing the leader
5. Dirty politics
6. High attrition rate",10 people found this review helpful,2019-12-07, Sales ,Singapore,,Former Employee, more than 1 year
152,Alteryx Singapore Exhilarating and Rewarding,5.0,"Fast paced, dynamic and supportive environment with fun, passionate, hard working bunch of people! 
High emphasis on customer satisfaction and great platform loved by clients.
Opportunity to expand own responsibilities and shape learning experiences making a positive impact to other team members.","Maturing culture so resiliency, adaptability and perseverance are critical, as well as focus on the bigger picture.",3 people found this review helpful,2019-12-06, Account Executive ,Singapore,,Current Employee, more than 1 year
153,Exciting & Satisfying!,4.0,"Team here with diverse background; Great product; Full of talents; Work hard, play hard culture.","It’s a fast growing company. Eagerness to learn, adapt & lead is needed",3 people found this review helpful,2019-12-03, Solutions Engineer ,,,Current Employee, more than 1 year
154,"Alteryx Singapore - ""cannibalistic""",1.0,"1. High growth company
2. High-performance stocks
3. Nice office design","1. Highest churn I have ever seen in IT industry: 
	a. 2018 since the launch of APAC office, 3 people resigned in Q4
	b. 2019 since Q2, 1 person resigned per month across APAC office

2. Leadership.
	a. Micro-managing leadership without long-term vision or strategy  
	b. If you ask for details, you will get scrutinized and reprimanded 
	c. Partakes in gossipping

3. Culture
	a. Popularity among peers. ""If you are not part of the cool kids, you will be left out and criticized""
	b. HR employee confidentiality is non-existent",9 people found this review helpful,2019-12-02, Anonymous Employee ,Singapore,,Current Employee,
155,Very Unprofessional Management  in Dubai Office and Very Low Quality Tools to Work,1.0,Globally good company but not in Dubai regional office,"- Regional office management discriminate the people 
- No respect to gender or nationality 
- Unprofessional behaviour and attitude",7 people found this review helpful,2019-12-02, Sales Manager ,Dubai,,Former Employee, less than 1 year
156,"Alteryx Singapore - Incompetent leadership, toxic culture",1.0,"good product, pantry full of snacks.","Incompetent leadership-has no idea how to run business in the region, messy management.
Toxic culture - the management team plays favouritism, especially sales team. If you show 'less loyalty' to the leader, you would be yelled at, and most of the folks would keep distance from you to show they are politically correct.
HR - purely useless.",12 people found this review helpful,2019-11-20, Anonymous Employee ,Singapore,,Former Employee,
157,Solid product,4.0,Great product with passionate users,Growth pains associated with quick expansion,Be the first to find this review helpful,2019-11-14, Sales ,,,Current Employee, more than 3 years
158,Consider twice before joining the Singapore office,1.0,"Great product 
Brilliant coworkers - everyone is super down to earth and helpful 
Able to work from home 
Fair pay",Poor leadership - APAC management plays favoritism and partakes in the gossiping,11 people found this review helpful,2019-11-13, Enterprise Account Executive ,Singapore,,Current Employee, more than 1 year
159,Horrific,1.0,There are none to speak of.,"Back stabbing colleagues
Boss not up to the job
HR totally useless
Horrible work environment",24 people found this review helpful,2019-10-01, Full Time Manager ,,,Former Employee, more than 1 year
160,Amazing Software & Great Comp Plans,5.0,Software sells itself. Sales Leadership cares about Sales team members. Great Comp Plans. Amazing Culture,"Not giving as many RSU's as they used to, but there is a great ESPP so that everyone can participate in the stock",2 people found this review helpful,2019-09-18, Enterprise Account Executive ,Irvine, CA,Current Employee, more than 1 year
161,Great place to work- recommend to everyone,5.0,Been with Alteryx for over 4 years. Its a great place to work if you are hungry and you are willing to work here:) Plenty of opportunities to grow and relocate with full support.,no cons at the moment,3 people found this review helpful,2019-08-13, Sales ,,,Current Employee,
162,"It was good, until it wasn't",2.0,"Fun place to work. 
Learned new things all the time. 
Decent culture.
Plenty of good folks to work with that outweighed the bad","Be careful who you cross. You may not even know it and then be accused of something that is taken totally out of context. Once you are accused you are screwed - you cannot even give your side of the story, or put it into context, and you are gone.

Need to stand by your values for EVERYONE. Don't play favorites and listen to both sides of a situation before deciding someone's fate.",24 people found this review helpful,2019-08-07, Anonymous Employee ,,,Former Employee,
163,nice place to work,5.0,nice colleagues and incredible product,not happy with some of the colleagues,1 person found this review helpful,2019-07-25, Enterprise Account Executive ,Paris,,Current Employee, less than 1 year
164,America is coming to London,2.0,"Great standalone product, customers run away with it. SE support is fantastic and unlike in many other companies. Due to lack of defined processes, Legal and Finance can be reasonably flexible and take a pragmatic view of doing deals.","Commission overhaul this year ensures company is making massive profits, whilst sales are being chased to do more for less. (US) management is slowly chipping away at moral which was good a couple of years back. Management is from different levels of experience and (some) have negative impact on performance / moral.",9 people found this review helpful,2019-07-04, Sales ,London," England, England",Current Employee, more than 1 year
165,QA engineering org in state of Turmoil due to poor QA leadership,2.0,Alteryx has a fantastic product in Designer which customers absolutely love.  Stock price has been on a rocket ship upward.  New CTO and C suite leadership on the right track.,"QA leadership team have made nothing but terrible decisions in the last couple years that have set the company back in terms of lost money, resources, associates and quality of the product.  Lack of effort and understanding of what is happening at a team and associate level, poor execution, bad communication and dysfunction have demoralized the QA team.  QA leadership is passive aggressive and is good at reporting up to executives, telling them what they want to hear, but  cannot lead associates effectively and have negatively disrupted the team in too many ways to list.  All of the leads in QA have left and there is no one internally who would even think about being in a lead position under the current leadership.",19 people found this review helpful,2019-06-29, Engineer ,Broomfield, CO,Current Employee, more than 3 years
166,Cult like with poor salary,2.0,Some benefits are good and the salary is supposedly at market rates.,"Recently changed to commission payouts for total contract value and multiplied the targets, so now  the company is making record profits and no one is making commission while management is putting everyone under extra pressure. It has become a very toxic work environment in less than 6 months.",12 people found this review helpful,2019-06-16, Sales ,,,Current Employee, more than 1 year
167,Best company I have ever worked at,5.0,"Recruitment process - was fast and slick, the first time interviewers were excited talking to me and made me feel wanted. 
Onboarding - well thought through with a 90 day plan. Impressed to join Bootcamp &GKO as non-sales associate. 
Culture - this is the stand out reason I am happy at work. Everyone is super friendly and supportive.
Diversity - everyone is welcome here and we can openly discuss different points of views.
Founders - are involved in the day to day and approachable for everyone.",Others might see growing pains as cons but for me it's a positive as one of the reasons I joined.,1 person found this review helpful,2019-06-06, Senior HRBP ,London," England, England",Current Employee, less than 1 year
168,Fun but chaos,3.0,"Product was fun and unique. 
Opportunities to move positions if desired (though, this is also a con)
Flexible schedule","Favoritism. I saw a lot of interesting, doubtful promotions.
No time for growth. I got stuck in doing the same thing over and over.",8 people found this review helpful,2019-06-03, Anonymous Engineer ,Broomfield, CO,Former Employee, more than 1 year
169,Great company to work for,5.0,"Company culture
Fast-growing company
Lots of room for career growth",No outstanding cons at this time,1 person found this review helpful,2019-06-01, Product Manager ,,,Current Employee, less than 1 year
170,Account Executive,5.0,"The people, culture and training is amazing!",The benefits do not start until a month in.,2 people found this review helpful,2019-05-27, Account Executive ,Frisco, TX,Current Employee, less than 1 year
171,Problematic Product Org,2.0,"Some smart people, decent leadership, open office environment-ish, and our marketing is capitalizing the market's keyword of ""data"" pretty well","The core product itself is problematic that there isn't a good enough QA process, and additionally, it's a very hard-sell to companies with capable Data Scientists/Data Analysts that can fluently leverage 2+ coding languages.  In summary, the existing free open source tools like Python and the Elastic Data Stack can already do 100x more (and also more reliable)",14 people found this review helpful,2019-05-25, Product ,,,Former Employee, more than 3 years
172,Exciting time to be here!,5.0,"The company is growing and moving at a fast pace, so there is a lot of opportunity to contribute and have an impact.
The leadership is working to ensure that as we grow we are building processes to help us scale; they want to be sure we grow smartly and effectively.
It is great to work with smart people and to be on a super supportive team.",I am on a strong team and don't really have anything I can think of as a con!,2 people found this review helpful,2019-05-22, Anonymous Employee ,Broomfield, CO,Current Employee, less than 1 year
173,Fast-Paced and Exciting Product Org,5.0,"It's a fast-paced and exciting product and engineering org with lots of opportunity to learn and move up for people that are motivated and hard working. The company operates in an interesting and dynamic market and continues to grow at over 50%, and the customers love the products. And most importantly, the people are great - from the engineers and managers to the senior executives - it's a cool work hard, play hard type of environment.","It's a demanding job. The expectations are high and you're operating in a rapidly changing environment. For those that can thrive in that, it can be rewarding. But there has been turnover due to the above and that makes it even more challenging.",1 person found this review helpful,2019-05-13, Anonymous Employee ,Broomfield, CO,Current Employee,
174,Fast-paced company on the right trajectory,5.0,"Great culture - people are passionate about the space and product, and open/willing to learn.",Typical challenges facing growing companies - primary being undefined structure in some areas and everyone running with multiple high-priority initiatives,5 people found this review helpful,2019-04-22, Anonymous Employee ,,,Current Employee,
175,Concerned about our Product org,3.0,"Alteryx remains a great company with thousands of customers and a high retention rate. Our stock price continues to rise rapidly. We continue to bring on great talent and open offices across the globe. Overall, Alteryx is doing well and has a great set of customers and employees.","I am concerned about our Product org. In the last 6 months, we have lost 7 people from the Product org, which is a significant percentage of the org. While our head of Product attributes these departures solely to rapid growth, she needs to take accountability. I don’t think she realizes that she is a large part of the reason people are leaving. Based on numerous situations, people fear vocalizing their concerns or challenging her. I have a bad feeling even more people are going to leave.",47 people found this review helpful,2019-04-19, Anonymous Employee ,Broomfield, CO,Current Employee,
176,Growing place and perfect time to join it,5.0,"Amazing people, everyone's really nice and friendly. The organisation is heavily growing so there's a lot of opportunity to grow with the company and get involved in many things. Your expertise is appreciated and employees are really taken care off. Great benefits.","Little pain with fast growing organisation, like anywhere else.",Be the first to find this review helpful,2019-04-18, Associate ,London," England, England",Current Employee,
177,A fantastic place to  work!,5.0,This company is a great place to grow your career!  Every company is trying to figure out how to make decisions with their data and Alteryx is the solution.  I've created some great friends over the past year!  Product is amazing and love the culture!,This is a very fast pace so be sure you are ready for the ride!,4 people found this review helpful,2019-02-25, Senior Account Executive ,,,Current Employee, less than 1 year
178,"Great company, hyper growth",5.0,"Great benefits, salary, product, and leadership",None that I can think of,4 people found this review helpful,2019-01-24, Anonymous Employee ,Broomfield, CO,Current Employee, less than 1 year
179,Account Executive,5.0,"Very kind People, Strong Pricing & Product, A lot of  positive feedback from clients,  Huge wave of needs to use Alteryx in market.",Hmm...maybe Benefit does not always apply to local office? Small matter though.,3 people found this review helpful,2018-12-14, Anonymous Employee ,,,Current Employee, less than 1 year
180,Singapore - Worst in Alteryx,1.0,Just the office location is good. I will share more in CONS.,"Weak leadership. Sales management team is all about politics. 

Especially, when I speak of the Sales Engineer or Customer success think 10 times before joining. This is not a place to work. They don't know where they are heading towards. 

Low pay is something they love to give. No increments at all. If you want to work for free, then OK.  

There are many companies in this field who are doing well and have more ethics than Alteryx.",15 people found this review helpful,2018-11-02, Sales Engineer ,Singapore,,Current Employee, more than 1 year
181,"Great software, Good company",4.0,"Great opportunity for starting out your career, lots of smart passionate people, most   folks care and will collaborate.",A few bad apples in middle management.,7 people found this review helpful,2018-10-15, Account Executive ,Irvine, CA,Former Employee, more than 3 years
182,"We Have Too Many White People, said HR",1.0,"No ""pros"" in this review.","In a meeting of hiring managers, HR announced that ""we have too many white people"". Engineering leadership then repeated this sentiment in a meeting of the whole department. I complained and was quickly fired.",69 people found this review helpful,2018-09-09, Anonymous Employee ,,,Former Employee,
183,Amazing Company and Hiring Managers!,5.0,"Very structured interview process and very fair. Everyone in the process was respectful.


The product is fabulous and it has a very high value.

Competitive Package and Benefits.

The company is growing rapidly.","Nothing to talk about, this is the best place to work in!",3 people found this review helpful,2018-09-01, Enterprise Account Executive ,Dubai,,Current Employee, less than 1 year
184,Gotta bring it every day!,5.0,Most challenging job I've ever had. The company is growing quickly. Find the right people to connect with and you'll be well supported with your ideas to improve processes and be innovative. You will learn a ton if you like learning and are open to feedback on how you can improve in your role. The product is beloved by users which is pretty awesome to be part of.,Not a place to coast or take it easy. Feels pretty top down management wise in engineering. Thing move very quickly and it's not a suitable place for those that have difficulty adapting to frequent changes.,6 people found this review helpful,2018-08-16, Engineer ,Broomfield, CO,Current Employee, less than 1 year
185,Alter Everything especially working for Alteryx,2.0,Company is growing and users love the product because it works,"Very monotonous, low value busy work.",7 people found this review helpful,2018-08-07, Solutions Engineer ,Chicago, IL,Current Employee, more than 1 year
186,Great company and culture,5.0,"Fast growing company, amazing culture of like-minded people, and an incredible product that customers love! There is a lot of opportunity for advancement.","Like any fast growing company, there are some pains associated with growth. In a rapid growth environment that's ever changing, you need to be flexible.",3 people found this review helpful,2018-08-01, Anonymous Employee ,,,Current Employee,
187,This is the next great software company,4.0,"Cutting edge development technologies. Remote work flexibility.  Startup feel. This place is full of truly  brilliant people. Our customers are super passionate about the software. Tons of perks, great benefits. Tons of opportunity for career and personal growth. Alteryx is really going places and now is the time to hop on board. It's like joining  Apple or Google  in 1995.","Can be meeting-heavy. There can be breakdowns in communication. Growth means a lot of change. There are some who have a hard time changing (or frankly refuse to), and then get miffed and write fire and brimstone reviews.",6 people found this review helpful,2018-07-19, Anonymous Employee ,Broomfield, CO,Current Employee, less than 1 year
188,No career advancement and no employees investment,2.0,"Good benefits
Free snacks
CEO is down-to-earth
Millennial type of environment","Alteryx is very top heavy. There are too many Chiefs and not enough Indians. Half of them are not even qualified as managers. Most of them do not care about their employees and need to take management classes.

One of their initiatives are to retain top talents but they are doing the opposite by pushing talents out. It doesn't matter how hard you work, it's hard to be promoted within. A perfect example (keeping this as anonymous as possible to avoid retaliation), a former manager was working tirelessly and invested in the company as he put in many hours + weekends. Not to mention that he was undervalued/underpaid. His boss is clueless on how valuable he’s to the company. Instead of promoting this former manager or getting him help, his boss decided to hire a Director without communicating to him. When the manager left, it was a huge blow to the department and they finally realized that he does a lot. Management also encourages us to talk to the direct manager for career path and promotions. Wait…What!? If I go to my manager and ask for a promotion, I’ll be labelled as high maintenance. Shouldn't it be the other way around since they have the authority? So backwards!

Directors and above get a way with so many things. Why? One simple answer, buddy system. It’s who you know instead of what you know. Most of Directors and VPs know each other. I guess it’s a common practice when a company goes public and becomes a cooperate world instead of a company that cares about their employees and promotes within.

Communication here is just plain bad. The root cause? You got managers and above that do not understand the word manage, and they all think we are mind readers. It’s rather simple don’t you think? We are not robots so please talk and treat us like human beings.",33 people found this review helpful,2018-06-28, Anonymous Employee ,Irvine, CA,Current Employee, more than 3 years
189,"Disfunctional, poorly managed company",1.0,"Good location,  Benefits are decent, work-life balance is good.","-It's really quite sad - they have a great product but the management is destroying the company by creating a pervasive, passive-aggressive atmosphere and I foresee this as a major failing point.
-They disregard actual years of experience, keeping back people with valuable skills in favor of those who are more popular regardless of whether or not they are actually qualified.
-The say that they are fair and everyone is given an equal opportunity to excel, but this is not the case.  They give preference to people who do not voice their opinions and who are happy being compliant to an unfair system
-They expect every employee to know how everyone else around them thinks and feels, but this is impossible. Trying to make everybody happy usually means that nobody is happy.   
-They try to woo the masses with perks such as snack, sodas, and lunches, but no amount of these will make up for the disfunctional undercurrent that exists in Alteryx and it is beginning to show in the employee satisfaction results
-The most telling thing that I witnessed was the lack of any concern expressed by the CEO when questioned about the high number of negative reviews on Glassdoor. This is the most blatant indictment of management and leaves no wonder that his subordinates have followed his lead.",26 people found this review helpful,2018-06-26, Anonymous Employee ,,,Former Employee,
190,Developer,3.0,"Fun people, excellent benefits.",Rapid growth and change.,8 people found this review helpful,2018-06-26, Anonymous Employee ,,,Current Employee,
191,Ticket to ride,5.0,"- great culture - ""everything is possible"" and ""just-do-it culture"" - fast and dynamic
- bold vision - we have no small challenges
- amazing team that has impact
- fancy technology
- international team, global cooperation",- constant change is not for everyone,2 people found this review helpful,2018-06-20, Manager ,Prague,,Current Employee, more than 1 year
192,Great product and culture,5.0,"-Awesome benefits 
-Unbelievable product with endless potential 
-Smart and motivated product and engineering teams
-New updated Broomfield office complete with pinball machines and beer taps
-New product/engineering leadership has brought great energy, collaboration and clarity to priorities 
-Lots of people willing to mentor, plenty of room for growth and many recent promotions","-The pace of innovation and changes necessary to continue developing a great product at scale is not for everyone  
-Being part of a fast growing public company experiencing quick success isn’t for everyone  - especially those that miss the start up days",5 people found this review helpful,2018-06-18, Software Engineer ,Broomfield, CO,Current Employee, more than 1 year
193,Weak management values,2.0,"401k match, snacks, office locations",Minority employees get held back from promotions or opportunities to represent the company over “communication” or “leadership” skills.,16 people found this review helpful,2018-06-13,  ,,,Current Employee,
194,Great place to work,5.0,"Great and smart people, great company culture with personal approach. Growing quite fast in Europe so a lot of possibilities here.","Slowly becoming a corporate, some processes are a bit painful but usually people listen when you come with improvements.",1 person found this review helpful,2018-06-11, Anonymous Employee ,Prague,,Current Employee,
195,"Many departments are good, not Marketing",3.0,"People, benefits, budget invested into Marketing is decent","Marketing leadership has been inconsistent and unfocused for the past 2 years.  Between 2016 and 2018 there has been a rotating door in marketing leadership and individual contributors. Very few roles on the marketing team have focus and leadership guidance that equates to a happy and fulfilling work environment. If you're considering an opportunity to join the marketing team ask so many questions and get specific answers and promises into how your role will be valued, measured and invested in to. It's not all bad and could be a good fit for you, but make sure you ask a lot of questions to a variety of people: your peers, manager, skip-level, look for LinkedIn past employees to question and make sure you feel certain your area in marketing is valued before joining the team.",10 people found this review helpful,2018-06-07, Anonymous Employee ,,,Former Employee, more than 3 years
196,Account Executive,4.0,"Products 
Team / Culture 
Brand 
CEO is Awesome
The office is clean and modern","Typical Sales Obstacles 
Growing Pains",2 people found this review helpful,2018-06-04, Anonymous Employee ,,,Current Employee, more than 1 year
197,It Feels Like Middle School All Over Again,2.0,There are some really great people who work for Alteryx.,"Some of the ""leadership"" at Alteryx use tactics of intimidation, manipulation, and condescension. It's not a place to shine unless you play by these same rules.",20 people found this review helpful,2018-05-19, Anonymous Employee ,,,Former Employee,
198,It's a job,3.0,Some really talented people work here.  Free lunches.,"Management promotes based on friendships and not necessarily on skills.  The process seems less on a merit based review and more on who they like.  But I suppose if they hire talent, they don't need to earn a promotion.  

The office is definitely set up to play, which is nice if you are not expected to work yourself to death.",12 people found this review helpful,2018-05-14, Anonymous Employee ,,,Current Employee,
199,Awesome in Irvine!,5.0,"All the bad reviews seem to come from Broomfield office.   I don't know what's going there, but things are great here in Irvine.  I feel like the Glassdoor rating should be better than 4.0.

- Organically growing fast with great products.
- There is a sense of coolness working for this hot tech company.
- Great people to work with.
- They make you feel they care about employees.
- Great benefits (100% paid medical for employees).
- Free drinks and snacks.
- Training opportunities offered.
- Latest technologies provided.","- The office temperature is a bit too cool for me, but I guess it's a personal preference thing.

- If you want decent food for lunch, you would have to drive out of the area. It normally takes more than an hour to get back to work due to lack of good restaurants in the business park and multi-level parking structure.  There is a  cafeteria in the business park.  But, it's not free and quality is bad.",5 people found this review helpful,2018-04-15, Anonymous Employee ,Irvine, CA,Current Employee,
200,Happier than ever!,5.0,"Paid volunteer time, generous benefit packages, employee-centric culture, fair compensation, modern work environment,  well stocked kitchen, holiday celebrations","No paid sick leave, sick time has to come out of PTO which is only 3 weeks + 2 floating holidays (compared to other companies with 3 weeks + 1-2 weeks sick pay)",2 people found this review helpful,2018-04-12, Anonymous Employee ,Irvine, CA,Current Employee, less than 1 year
201,VIP,5.0,"They love their employees, they listen to ideas for changes, they provide everything you could need at work, they have many events and a great culture, they treat you like a VIP from the interview process to becoming an employee, food all the time, incredible office space","No cons yet, I love working here and don't see anything that would outweigh the good with how much they provide to their employees",5 people found this review helpful,2018-03-30, Office Manager ,,,Current Employee, less than 1 year
202,New hire ready to strive!,5.0,Interview  process was smooth.  Great benefits and compensation.  Looking forward to a long term career and working with the team!,None that comes to mind.,2 people found this review helpful,2018-02-26, IT Project Manager ,Broomfield, CO,Current Employee, less than 1 year
203,"Cold, Disingenuous Leadership in Engineering",2.0,"Great people at the contributor levels .  The best and brightest I have ever had the pleasure to work with.  Benefits, as many have stated, are fantastic.  Alteryx really is still an OK place to work.  But it could be so much more.","When I talk about Alteryx it’s like having a discussion about a dear friend who has recently lost his way.

Simply put, engineering is plagued by the worst management I have ever witnessed (particularly at the Director level). This is not hyperbole. Many of us are sitting here wondering which bad decision it will be that will make it necessary for action to be taken on what we perceive as abundant examples of poor leadership. 

One would think that, with our company’s goal of becoming a billion dollar organization, we would want to double down on the culture that got us to the big leagues and, at the very least, be careful with whom we choose to be our leaders.  In particular, it’s important to insure that when we bring leaders into our company externally that those individuals not bring the same bad practices that plagued the organizations they are presumably fleeing.  Since 2016, our director has taken a wrecking ball to nearly everything that made Alteryx a great place to work.  Important decisions are made in back rooms about tools, technologies, and processes without the council and expertise of the people who are affected by these decisions.  Now, you are more likely to hear about what your team will look like or what tech stack you’ll be using from your manager than you are to be asked about what the best next move is.  Confusion is rampant across all teams about what our next gen strategy is after two years of knowing that a next gen platform is imminent.  We don’t know how to advance our careers and move up.  We do know not to mistake an open door for an opportunity to speak the truth.  We are people persecuted and furloughed for dissenting and being honest.  You toe the line, present a unified front, or you sit down and shut up.

Management is upside down - it presumes to know what’s best for contributors and has lost sight of the fact that they are public servants. Could we please have leaders who didn’t constantly trip over their own egos, hush people in meetings, and misinterpret the fortune of being lucky enough to lead incredibly intelligent people to mean that they have divine wisdom or insight that allows them to rule people instead of serve them?  It would be incredibly refreshing to have one of our leaders stand up and say, “OK, now I know I can find a lot of people who will agree with what I’m saying, but I want to hear from those who don’t”  It doesn’t take much to surround yourself with and trumpet feedback from people who always agree with you and pretend like dissent doesn’t exit or, worse, not even know it exists.  

If the now dozens of talented, experienced, tenured employees that have parted ways with us isn’t enough for us to wake up and realize something foul is amiss, what about the people who have voluntarily stepped down from leadership roles?  How much more will we need to hear about it “just being growing pains” or the “transition from small company mindedness” to “big company mindedness” or it taking a special person to be a leader rather than a contributor?  When are we going to address the elephants in the room?  

When did Alteryx become fixated on being so utterly average, like every other corporate American company?  We have an opportunity to be different.  To do things our way.  To be servants to our employees and customers first, and to our investors third.  Shouldn’t “a billion” really just be a bi-product of being an awesome place to work and having great customers who love us?  Our employees should feel excited to come to work because they are certain that their opinions and contributions matter.  No one wants to be dictated to and told after a big decision has been made.

Meanwhile, I’ll just be sitting here hanging on a little bit longer.  The Alteryx I knew is worth it.",43 people found this review helpful,2018-02-22, Anonymous Employee ,Broomfield, CO,Current Employee,
204,Disappointing experience,1.0,"Good PTO
Good benefits
Nice office space
The software is a great product","In my interviews the hiring manager and HR really stressed how Alteryx promotes career development and advancement potential.   

So imagine my surprise when this conversation took place with my manager after I'd been in my role 6 months:
     Me: I'd like to ask you about career development.
     Manager (visibly upset): You want career development? I'm going to tell you what I tell everyone - I'm not in the business of hand holding! 
     Me: Hmm...OK then.
     Manager (now just plain angry): It's not my job to help you!

I think that would've been part of a manager's job? Ya know, if you told me earlier it would be?

After the demoralizing hand holding conversation, I immediately began looking for a new job, told this story in an interview, and my future boss laughed for a good minute before saying, ""How does that manager still have a job?""",43 people found this review helpful,2018-02-06, Anonymous ,Broomfield, CO,Former Employee, more than 1 year
205,Software Engineer,4.0,Free snacks and lunches on  1 day a week,High turnover with no explination,3 people found this review helpful,2018-02-05, Software Engineer ,Broomfield, CO,Current Employee, less than 1 year
