,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
1082,Global management vs. India management,5.0,"Flat, lean organisation.
Independence and trust on employee
No emphasis on hierarchy
Career growth only limited by your abilities
Exposure and learning
HR policies and benefits","Although it is claimed that the policies are uniform across all geographies, India is seen as a cost center. Indian managers definitely view their subordinates as unambitious machines who will be happy to do repetitive work for perpetuity, and therefore treat them as second class citizens. Indian employees cannot aspire for the same exponential growth that others with similar abilities elsewhere are able to have.",3 people found this review helpful,2017-02-01, Anonymous Employee ,Bangalore,,Former Employee, more than 3 years
1083,Great Work Environment,4.0,Akamai has a lot of great people and a respectful workplace.,Some teams are fractured and not well managed.,Be the first to find this review helpful,2017-01-30, Program Manager ,Cambridge, MA,Current Employee, more than 1 year
1084,Good Company to work with,5.0,Nice facilities and work environment,No cons that should be mentioned,Be the first to find this review helpful,2017-01-30,  ,,,Current Employee,
1085,Analysts Keep Away. Akamai Operations(Ops),3.0,"Akamai is absolutely first class when trying to keep the employee happy, which is definitely reflected in the Glassdoor ratings.

- Above market Remuneration + Stock Options
- Cool, colorful and modern office spaces
- Ergo Desks for everyone (motorized ones that you can work on standing up or sitting down)  
- Free Breakfast and Dinner buffet. Highly subsidized lunch buffet
- Classy Annual Bashes pretty much every year (unlimited beer and wine on the house)
- Educational Assistance and Personal Loan
- Internet Reimbursement for all
- Decent Corporate training options pretty much every quarter
- AC Cab pickup and drop. And this is not the packed  experience that you might experience at other companies. 3 folks per cab is the max. If you do not want to take the cab they pay you 3k in cash.
- Gift box on Indian festivals(not cheap)
- Free Heath check up at least once a year

Everyone outside of Ops also seems generally happy with their work and future. Maybe the negativity is an ops problem!","Not many Akamai Ops reviews on Glassdoor. Hopefully this helps someone make the right choice fully knowing what they are getting into. Those of us here already – God save us all!

Short: KEEP AWAY from any of the ops(operations) teams if you love your career

Long:
- There is nothing to learn beyond some archaic processes that have been handed down since the beginning of time. And NO that can't change because ""it was always done that way"" . But ""we are open to ideas"" only to come up with reasons to say why ""it cannot be done!"".
- For all the technology advancements the company has made, you in ops will still be stuck with excel for anything and everything.
- You will be considered technically advanced for being able to build queries in Obiee. Many folks who can build queries in Obiee walk around like tech god's! Frogs in a well!
- Obiee is as far as it goes technically. But during interviews ,which is long and painful, you will be asked questions and solve cases like they need you to do rocket science.
- You will be manually modifying excel sheets all day long because someone higher up wants to see the ""right"" numbers which even the system of record does not have.
- Why are the numbers wrong? Because processes and systems are messed up. You are an overpaid band aid!
- Biz stakeholders think that the ops team is setup for advanced stuff that will help improve their biz. But the truth is far from it. It's a hustle in ops! Things haven't fallen on their face so far thanks to the grunt labor done all day-night long by poor analysts.
- extremely bureaucratic for a small sized company. Power vests in the hands of a few egotistical individuals and these folks have an agenda of their own for their own benefit.
- Like any other foreign company the good and high profile work is concentrated at HQ and once the juice from it has been squeezed, it comes to India.
- Everyone talks about ""thinking outside the box"" though! 
- internal movements are a joke(No surprises). While in theory you can move roles in 1 yr, but very rarely will it happen. Mainly because your manager will try every trick in the book to sabotage that!
- At Akamai, manager is God. Lot of power vests with your direct manager hence you can NEVER mess with her/him if you want to have a peaceful life/career in the organization. HR is a rubber stamp don't bother going there!
- Except for the referral bonus, there is no reason to refer a friend into the Ops team.
- the ONLY reason you 'should' take an ops job is for the money and the benefits. Only few people have been able to get out of ops on their own to something more meaningful. There are also cases where some of them were 'managed' out.
- Alternatively, if you have game or can suck up and feed egos you will do just fine and you will be rewarded well. 

Be warned: highly political!

The Emperor has no clothes! - Those who will say so will be persecuted.",9 people found this review helpful,2017-01-29, Anonymous Employee ,Bangalore,,Current Employee, more than 3 years
1086,Analyst,3.0,"Good Learning on the process , perks are decent",Micro management /no freedom / Workplace politics is high,Be the first to find this review helpful,2017-01-28, Business Operations Analyst ,Bangalore,,Current Employee, more than 3 years
1087,My first job,5.0,Great environment to harness your technical skills and an amazing work culture,Nothing to complain about my first job,1 person found this review helpful,2017-01-25, Associate Technical Solutions Engineer ,Bangalore,,Former Employee, more than 1 year
1088,Not The Best Place To Work Anymore!!,1.0,"Good work life balance
Good infrastructure","Frequent Org changes have played around with many employees career and life. Management is not transparent, as long as they find themselves a suitable position (or make a new position/title for themselves) they really don't care about the rest of the team. Moving within Akamai becomes extremely difficult as you need to have some really good connections with the management, doesn't necessarily require one to be skilled or talented enough for the role as long as you are a managements pet. I had joined Akamai 4 years ago with a lot of expectations and with a believe that Akamai is one of the best in market and I will definitely grow as an individual and Akamai will give a boost to my career. Unfortunately, Akamai was the worst decision of my life as long as my career is concerned.",12 people found this review helpful,2017-01-24, Anonymous Employee ,Bangalore,,Current Employee, less than 1 year
1089,Experience at working at Akamai,4.0,"Flexible Timings,great work culture and good pay",I did not find anything during my tenure.,Be the first to find this review helpful,2017-01-19,  ,,,Former Employee,
1090,System engineer,4.0,"Awesome place to work, with healthy environment.","Nothing much to say, just stay away from office politics.",Be the first to find this review helpful,2017-01-18, Outside the US Or Canada ,Bangalore,,Current Employee, more than 1 year
1091,Good Company - Bad Mid-Level Mangement.,3.0,"Collaborative, supportive environment, strong products, and talented employees.  Good benefits.","Mid-level management is not the best.  They are primarily interested in helping themselves, much more so than putting their team's first.",3 people found this review helpful,2017-01-16,  ,,,Current Employee, more than 5 years
1092,This company values super stars!,4.0,"Individual contribution is recognised and sufficiently rewarded
work life balance is encouraged
good philanthropic attitude by Executive Staff
Real cultural diversity and equality","Some old processes and technology
Not as agile as other companies",2 people found this review helpful,2017-01-16, Product Manager ,Singapore,,Current Employee, more than 5 years
1093,Not a great company to work with anymore,3.0,Akamai has some amazing set of premium products and strategies it develops to reach attract new customers is amazing,"I had high held regards for Akamai, but the way it is treating its employees these days is disgraceful. Atleast in the Sales org, they do not even have a vision about their growth path, moving internally is next to impossible, unless u have some real strong connections in the management",Be the first to find this review helpful,2017-01-16, Account Executive ,Bangalore,,Former Employee, more than 1 year
1094,Alliance executive,5.0,Excellent leadership.  Significant autonomy and authority to make decisions.  Their technology just works.  Encourages remote workforce.,Sometimes impatient in letting initiatives take hold.  Middle management was largely promoted from individual contributor ranks and isn't very experienced with people management.,Be the first to find this review helpful,2017-01-15, Anonymous Employee ,,,Current Employee, more than 1 year
1095,Great Company with fading horizons,3.0,"Build based on great values
Strong potential in the Medium Term
Successful products and services","Company starting to lose its core values
Aggressively fading leadership quality
Frequent re-orgs, failing communication channels, management loosing employee trust",2 people found this review helpful,2017-01-13, Anonymous Employee ,,,Former Employee,
1096,I have been with Akamai for more that 1.5 years and it is an amazing place to be!,5.0,"Everything is just amazing, Great is the word!","Nothing at all, everything is just Great!",Be the first to find this review helpful,2017-01-11, ADE ,Bangalore,,Current Employee,
1097,Engineering director,5.0,"Outstanding culture, extremely smart and fun people, fascinating technology problems to solve","Somewhat immature processes and organization, unnecessary complexity in systems and business processes due to lack of effective management processes.",Be the first to find this review helpful,2017-01-09, Anonymous Employee ,,,Former Employee,
1098,Senior Release Engineer,4.0,"Great vacation, work life balance","Old technology, pretty stuck-in-the-mud, management vastly under invests in internal tooling specifically and engineering in general over-invests in sales and acquisitions.",4 people found this review helpful,2016-12-29, Senior Release Engineer ,Cambridge, MA,Former Employee, more than 3 years
1099,Faster forward,4.0,"Good comp, benefits.  Very smart people.","Increasingly competitive industry, still need to figure out how we are going to continue strong growth.",Be the first to find this review helpful,2016-12-29, Anonymous Employee ,,,Current Employee,
1100,Great work - great people - lots of perks also filled with bureaucracy -,4.0,"Best in remuneration, great collagues to learn from, benefits!","Growth is slow, its very hard to get into management, majority of thier managers are hired from outside!

Best players don't get the growth they deserve which makes them moveout. Tenure is far reaching than results!",1 person found this review helpful,2016-12-29, Account Development Executive - Senior ,Cambridge, MA,Current Employee, more than 1 year
1101,Technical Solutions Engineer,2.0,"Good payout, Good Salad Bar, Good infrastructure, some technically sound managers and a handful of good people.","Socially:
Simple put, you become a slave at once you are into the system. Expect to work 24*5. Some colleagues can be very vile and arrogant thinking they are the center of the universe. I felt utterly hapless and was very dis-grunted. There are mostly cosmetic conversations between employees. Feels like a labor camp which has been sugar coated to look ""bestplace to work in!""

Technologically:
Although Akamai products are vast, serving inside the role of AkaTech makes one more specialized to learn only about very proprietary technologies which are not going to help you in case you want to transition to other company which caters to a different world other  than that of CDN. One becomes more product centric that technology centric. You have to be clear that ""Akamai"" is not ""the  internet"". During my tenure, I felt my knowledge was getting limited to very specific products which are very poorly documented and sometimes we have no idea what to look for/ troubleshoot.
Also, there is a convention to ""forcibly"" write KB documents which is only piling the ""junk"" with meaningless and redundant content!",4 people found this review helpful,2016-12-28, Technical Solutions Engineer ,Bangalore,,Former Employee,
1102,good work environment,5.0,"curiousity is encouraged, expanding views are encouraged.  There is a lot to learn and a lot of really smart people to help you.",none that I can think of,1 person found this review helpful,2016-12-28, Anonymous Employee ,,,Current Employee, more than 3 years
1103,Great!,5.0,"Awesome location, project-based work with a lot of responsibility, chill atmosphere and working environment","Mostly middle-aged workers, not a lot of women in higher management.",Be the first to find this review helpful,2016-12-24, Anonymous Employee ,,,Current Employee,
1104,Nice Place to work,4.0,They take good care of employees.,found nothing so far. But bit of office parties would keep employees boosted,Be the first to find this review helpful,2016-12-22, Technical Project Manager ,Bangalore,,Current Employee,
1105,Project Manager is an excellent position to be at Akamai.,4.0,-Great culture and amazing growth opportunities,Growth may take longer,Be the first to find this review helpful,2016-12-22, Project Manager ,Cambridge, MA,Current Employee, more than 1 year
1106,Senior Manager,5.0,Market positioning and deep customer relationships,Turning into an 800-pound gorilla with a startup mentality,1 person found this review helpful,2016-12-21, Senior Manager ,Tyngsboro, MA,Current Employee, more than 8 years
1107,Excellent place to work,4.0,Smart people around you. Flexi work hours,It is a wonderful place to work and could not find any Cons,Be the first to find this review helpful,2016-12-21,  ,,,Current Employee,
1108,Akamai Review,4.0,Amazing work place. And work life balance is good.,Not many exciting projects. Learning after sometime decreases.,Be the first to find this review helpful,2016-12-20, Anonymous Employee ,Bangalore,,Current Employee, more than 1 year
1109,Senior Engineer Manager,5.0,"Company is run by people that know the technology, the working environment is friendly and business is growing. Company treats employees very well",more aggressively in going into new areas,Be the first to find this review helpful,2016-12-18, Anonymous Employee ,,,Current Employee,
1110,An awesome company to work with!!!,5.0,"People are helpful and very talented! A bulk of technologies are developed in-house. So regardless of your previous experience, you will find the learning curve steep. But the colleagues are quite helpful and knowledgeable!

I found several gestures which genuinely shows that the company cares about the employees! 

We have the option to switch to any other role only after 1 year in the current role!

Free breakfast, dinner and snacks :)","Steep learning curve, but that is what makes a day for bright individuals and keeps them engaged! Nothing much really.",1 person found this review helpful,2016-12-15, Anonymous Employee ,Bangalore,,Current Employee, less than 1 year
1111,Great Technology,4.0,New features make it easy to use,No issues to mention.  Product is very mature,Be the first to find this review helpful,2016-12-14,  ,,,Former Employee,
1112,"Good people, good policies",4.0,"- You'll work with many great minds
- Company has very nice HR policy, and benefits
- They care about you
- Flexible work hours, good work-life balance
- Pretty straightforward assessment and recognition system
- Transparent management
- If you're in the right project you'll learn more","- If you end up in a project where you're not learning much this can be a minus.
(However, management will listen to your concerns and provide opportunities. Depends how you carry yourself in the company.)",1 person found this review helpful,2016-12-09, Senior QA Engineer ,Bangalore,,Former Employee, more than 3 years
1113,Software Engineer,5.0,Really smart people all around you.,Parking provided is too expensive.,Be the first to find this review helpful,2016-12-09,  ,,,Current Employee,
1114,Akamai,5.0,"innovative, fast paced technical company",work life balance can suffer at times,1 person found this review helpful,2016-12-08, Solutions Engineer ,,,Current Employee, more than 8 years
1115,Good company but not perfect. BD perspective,4.0,"Good pay, young management. Relatively fast moving",Hard to get consensus.  Too many stake holder,Be the first to find this review helpful,2016-12-08, Director of Business Development ,Cambridge, MA,Current Employee, more than 3 years
1116,MAE,5.0,"Thinking Career, Think Akamai. You are in the middle of everything, while working with the most talented individuals on the planet. Company invests in you if you invest your time and dedication. A company that pays back 10 folds of what you give. A company that makes you believe, good deeds to pay off in the most spectacular fashion.",I have to think hard about this one but may be a few more medical plans for CA.,Be the first to find this review helpful,2016-12-08, Anonymous Employee ,,,Current Employee, more than 5 years
1117,Senior Platform Operations Engineer,5.0,Really intelligent people and management.  Great culture of intellectual honesty and collaboration.  Management invests heavily in solid relationships and fosters cross team collaboration.  Hard chargers are rewarded for high performance appropriately.,"Legacy infrastructure reinforces service delivery patterns that may be holding back rapid innovation and new product development.  Poor performers are not managed appropriately due to constant human resource constraints, which can be very toxic.",Be the first to find this review helpful,2016-12-03, Anonymous Employee ,Warrenton, VA,Current Employee, more than 5 years
1118,Good place to work,3.0,work life balance great. good atmosphere. good learning about CDN. Strong engineering probs to solve,"not much in terms of growth, very laid back.",Be the first to find this review helpful,2016-11-30,  ,,,Former Employee,
1119,Great company,5.0,"Work life balance
System is pretty large, lots of interesting problems to solve 
Each person assigned a project, huge ownership","release process too long
too many procedures 
procedures takes too long",Be the first to find this review helpful,2016-11-29,  ,Cambridge, MA,Current Employee, more than 1 year
1120,Best company CDN services committed with all the employees,5.0,"Pay good, a bunch of benefits and recognition in market opportunities internal and outside for growing up laboral weather very healthy",Internal burocracy processes too long slow motion for new technologies too many people in administrative areas need more people in sales,Be the first to find this review helpful,2016-11-25, Mayor Account Executive ,Wellington, FL,Current Employee, more than 3 years
1121,"Learn, Grow and Suceed",5.0,"1)Great Workplace
2)Bunch of smart people to be around with
3)Continuous innovation",No cons found as of now!,Be the first to find this review helpful,2016-11-18, Anonymous Employee ,,,Current Employee,
1122,The Irony of Akamai's faster forward slogan,3.0,"Great health insurance and benefits, work life balance is awesome","Slow moving, not innovative, siloed communication, pay is poor and not competative, way too many managers not enough engineers. Management can get paid up to double what the actual engineers get paid. Middle management is way too convoluted and communication is poor. No interdepartmental collaboration. No plans for innovation. CEO is weak and lacks vision.",9 people found this review helpful,2016-11-14, Anonymous Employee ,,,Former Employee, more than 3 years
1123,Engineering Manager,4.0,Fast Moving. Great Compensation and Benefits. Great Culture and Work Environment. Don't rock the boat and you'll be rewarded well.,Takes a long time to build trust and become part of their team. Not very transparent regarding technology decisions.  Very political for a not a very large company.,1 person found this review helpful,2016-11-12, Engineering Manager ,Cambridge, MA,Current Employee, more than 5 years
1124,Complete Review: TBD,4.0,Good company culture and opportunities,I will get back to this section later,Be the first to find this review helpful,2016-11-11, Anonymous Employee ,,,Current Employee,
1125,Nice Company to work with,5.0,"Good work life balance , employees are pamperd very well .","Lack of process initiatives , it is slowly picking now .",Be the first to find this review helpful,2016-11-10, Anonymous Employee ,,,Current Employee, more than 3 years
1126,Work management needs a rewrite,3.0,"Akamai is a great job for people who want to go to the office, put their 8-10 hours in, and go home.  In general, managers try to keep things low stress for their employees.

- Flexible hours
- Work assignments can be flexible (Depending on team/manager)","- All of middle management says ""yes, sir"" to their higher-ups, regardless of completability (at least in my department)
- The IT management is almost in the dark-ages
- Very hard for non-VP ideas to gain any traction",5 people found this review helpful,2016-11-08, Anonymous Employee ,,,Current Employee,
1127,Productive Internship,4.0,"Friendly team
Mentoring by management
Good work culture","My internship was great, no negatives",Be the first to find this review helpful,2016-11-01,  ,,,Former Employee,
1128,Great company with micromanagement in bangalore,4.0,"A very good environment, one can learn a lot about internet technologies 
Great facilities and benifits","difficult management
micromanagement in bangalore office
not a great work life balance",Be the first to find this review helpful,2016-11-01, Associate Solutions Architect ,Bangalore,,Former Employee,
1129,Great place for sales who can thrive under high pressure,4.0,"- Great technology and products
- Great compensation for sales who can thrive under high pressure","- Pressure on numbers is extremely high
- Not all senior management are mature enough for the position",Be the first to find this review helpful,2016-10-31, Anonymous Employee ,,,Former Employee, more than 3 years
1130,Sr Software Engineer,4.0,"Smart people, They only hire the best",OK Managment. They don't do harm at least.,Be the first to find this review helpful,2016-10-30, Senior Software Engineer ,San Mateo, CA,Former Employee,
1131,Selfish management culture,1.0,Dominant position in the CDN market. Stable company.,"Selfish management culture, I have not seen good managers of any level many years in this company. They all seem to be similar in style: first priority is their job security and career ladder, last thing on their mind is their employees and company long term health and development. All these kinds of management culture even made engineers working in the similar selfish style. in the end, team work, enthusiasm, innovation and collaboration cross departments are getting less and less  over the years. Company will suffer in the end.

Job pay level including bonus and stock is on the cheap side, i.e.  low end of Silicon Valley range. Besides, company gears up more to hire H1 visa cheap labor, to relieve its non-competitiveness in retaining good employees.

Some HR managers are not fair to employees either. They work from headquarters in Boston. Know very little about Silicon Valley open culture and employee concerns. When employee reports issues about their managers to HR, they feel like colluding with the manager to defeat the employee, rather than addressing employees concern and solving problems of the bad manager and management culture. 

All these culture things make me think never recommend someone to work for a company headquartered in East coast.",24 people found this review helpful,2016-10-26, Senior Software Engineer ,San Mateo, CA,Former Employee, more than 10 years
1132,Technical soultion engineer II,5.0,"Good, work life balance, technology","no,................................................... . .  . . .  . . . . .",1 person found this review helpful,2016-10-20, Technical Soultion Engineer - II ,Bangalore,,Current Employee,
1133,Great company,4.0,Great company with a lot of focus on culture and competitive salary. Fun work environment.,"Competitive, hard to fit in initially, a lot of oversight from executives. slow decision making.  Not strong on work life balance, WFH or flex hours.",1 person found this review helpful,2016-10-19, Anonymous Employee ,,,Former Employee,
1134,Excellent,5.0,I cannot find a single reason why not to work at Akamai.,No cons. One of the best places to work.,1 person found this review helpful,2016-10-17,  ,,,Former Employee,
1135,Good,3.0,Great culture. Work with smart people.,Work life balance goes into a toss,Be the first to find this review helpful,2016-10-15,  ,,,Former Employee,
1136,Performance Engineer,1.0,"- Friendly behavior by everyone 
- You will get a nice Laptop","- Monotonous work.
- Worst Indian Management.
- More lies about the Job Description when recruiting.
- No challenging Job",4 people found this review helpful,2016-10-14, Performance Engineer ,Bangalore,,Current Employee, more than 3 years
1137,Exceptional Company,5.0,"Excellent People, Solid Management you can trust which is key decision data point when considering moving companies. the benefits are very good, 90/10 pay out from BCBS.",if you are not already part of the security/cloud software industry you have to be prepared to learn a new business and market.,1 person found this review helpful,2016-10-12,  ,,,Current Employee,
1138,Best company to work for,5.0,One of the best companies to work for with too many benefits for employees,At times management take hasty decision,Be the first to find this review helpful,2016-10-06,  ,,,Former Employee,
1139,Internship review,4.0,Good culture!!! Good work!!! Easy to speak with CEO!!!,Nothing really!!!! work depends on department!!! also very few extra activities to do in company.,Be the first to find this review helpful,2016-10-04,  ,,,Former Employee,
1140,Company Culture,4.0,Fun environment to work with really helpful people,A bit f a learning curve to understand how the company does business.,Be the first to find this review helpful,2016-10-04,  ,,,Current Employee,
1141,Engineering Manager,4.0,Great place to work and great culture.,"Depending on the group, promotions could take a while.",Be the first to find this review helpful,2016-10-03,  ,Cambridge, MA,Current Employee,
1142,great company!!!,4.0,"amazing benefits
intelligent employees
great work space
good opportunity for growth
WFH opportunities","some over the top characters who are not reprimanded for their actions- some are reported, some are not but others are afraid to speak up.",2 people found this review helpful,2016-10-02,  ,,,Current Employee,
1143,A good tech company overall,3.0,Engineers are given ample opportunities to solve problems. Generous time-off package. People who have been working for 2+ years take even 5 weeks off.,Depends on the team you work for. Big corporate company feel. Communication between teams need to improve. Seen different teams building similar stuff instead of reusing stuff,Be the first to find this review helpful,2016-10-01,  ,Somerville, MA,Current Employee, more than 1 year
1144,Software Internship,5.0,Learned a lot during 10-12 week summer project,"Some long hours, but it was worth it",Be the first to find this review helpful,2016-09-30,  ,,,Former Employee,
1145,Fun place to work,5.0,"- open environment
- lots of space to share ideas",- heading towards becoming a top heavy company,Be the first to find this review helpful,2016-09-30,  ,,,Current Employee,
1146,Fun place to work,5.0,"Good energy, great people, opportunities are there for self starters.","Slow moving sometimes, always trying to place catch up.",Be the first to find this review helpful,2016-09-28, Network Engineer ,Boston, MA,Former Employee,
1147,Technical Project Manager,3.0,Lot of challenging work and there are lot of avenues to learn from. One of the best places to keep up with the latest trends in the Internet world.,Very much a sales company. Work life balance is bad. Middle management struggles managing folks at the field level.,3 people found this review helpful,2016-09-28, Senior Technical Project Manager ,New York, NY,Current Employee, more than 3 years
1148,Software Developer,5.0,Great Projects and teams. Manager very flexible,Requirements changed too often in one project,Be the first to find this review helpful,2016-09-25,  ,,,Former Employee,
1149,Security Architect,2.0,its a good company to learn about Internet Technologies and cloud security with a huge distributed platform. I recommend this company.,Internal development is not as good as desired.,Be the first to find this review helpful,2016-09-24, Anonymous Employee ,,,Current Employee,
1150,At the Crossroads,2.0,Very bright and intelligent people throughout company.,Management cannot get out of its own way.  Too much top down leadership.  Need more product innovation or acquisition to remain relevant.,2 people found this review helpful,2016-09-22,  ,,,Current Employee,
1151,"Akamai is the best company I've personally worked for, so far",5.0,"Unlimited vacation
MBTA subsidy 
Company is growing
Great location",Not easy to get into,Be the first to find this review helpful,2016-09-21,  ,,,Current Employee,
1152,NOCC Engineer,2.0,"Facilities is very good, overall Akamai is good company to work. Salary and hike is decent compare to other companies.",NOCC is very bad team to work and too much of micro management. Learning opportunity is very limited. I have never seen any manager yelling at subordinates in my career and also manager take thinks very personally. Lot of politics. if you are good with manager you will get promotion and good hike only in NOCC.  i had lot of friends in other team but those teams were really good. Overall Akamai is good except NOCC management.,9 people found this review helpful,2016-09-21, NOCC ,Bangalore,,Former Employee,
1153,Architect,5.0,"Great insight into internet: how it works, it's challenging and opportunities.
Great culture: friendly, team oriented and fun. 
Ample of opportunities to geek out and be creative.",The pros out weigh the cons (if there were any). No cons from my side. Keep doing what you are doing.,3 people found this review helpful,2016-09-20, Architect ,,,Former Employee,
1154,Great Company,4.0,Great leadership team and people.,Competition has grown significantly in both web performance and security,Be the first to find this review helpful,2016-09-20, Account Executive ,London," England, England",Current Employee, more than 1 year
1155,Don't get to use full benefits as a NOCC employee,3.0,Flexible scheduling. No on call rotation,"No use of Akamai Anywhere. No working from home.
24/7
Lack of department funding.",Be the first to find this review helpful,2016-09-19, Platform Operations Engineer ,Cambridge, MA,Current Employee,
1156,Akamai,4.0,Very Good Work Life Balance,Not a fast forward place,1 person found this review helpful,2016-09-19, Performance Engineer ,Cambridge, MA,Current Employee, more than 1 year
1157,Corporate,3.0,"Lots of smart people.  Generally pleasant culture.  Great location in Tech Square, Cambridge. You're lucky to work there.","Akamai thinks it's innovative and start-uppy, and maybe pockets of it are, but it's pretty corporate.",1 person found this review helpful,2016-09-18, Computational Advertising Engineer ,Cambridge, MA,Former Employee, more than 1 year
1158,Decent company if you can bare with pockets of incompetence,3.0,Strong and smart management. They are transparent about whats happening with company.,replete with in-competent people who equate smartness with jargon usage and loudness.,2 people found this review helpful,2016-09-17,  ,,,Current Employee,
1159,Nice to work,4.0,opportunity is there and great future,Some time Management not consider fresher,Be the first to find this review helpful,2016-09-16, Internship ,Bangalore,,Current Employee, less than 1 year
1160,Review,4.0,Great work culture and good products. The company is doing well enough for the employees to be motivated to work. Above average salary. Decent market cap and trust in the market for Akamai products.,"Not enough process and a lot depends on manager. Need more than 1 person to be a point of contact for someone with career issues. If you are stuck with a bad manager, you are doomed.",1 person found this review helpful,2016-09-15, Solutions Engineer II ,Bangalore,,Current Employee, more than 3 years
1161,Solutions Architect,3.0,"Shares, leaves (floaters,wedding,birthday ),employee day, free transport and food, definitely a good company to work with but a good team",Too many managers in the team and it seems like there is no effort made to retain the folks who are leaving .No scope for good talented people in the team and see only few growing up even though they may not be worth it . Same monotonous work no matter you are associate or senior . You have to help yourselves if you have to grow in the team .,3 people found this review helpful,2016-09-15, Solutions Architect ,Bangalore,,Current Employee, more than 3 years
1162,sales Analyst,3.0,"Good place to work, internal team support is good",Management is not upto expectations,1 person found this review helpful,2016-09-14, Sales Operations Analyst ,Bangalore,,Current Employee, more than 1 year
1163,Intrested in Cloud or CDN this is the place to be,4.0,"Good Place to learn about cloud platform , Media and Security.
Looks out for the employee
Culture has a mix of startup and mature",Need a better campus at Bengaluru.,Be the first to find this review helpful,2016-09-13, Account Service Manager ,Bangalore,,Current Employee, less than 1 year
1164,Platform Operations Engineer,5.0,"Trained to handle Incidents, functioned as Technical Incident Representative of the global network operations team.Good training, Great place to work","Scope for personal improvement not too much. 
Apart from that this is a very good place to work.",1 person found this review helpful,2016-09-08, Anonymous Employee ,,,Former Employee,
1165,QA engineering,4.0,"One of the companies where you have the best intellectual people to work with.
There is no restriction to explore your technical abilities.","There aren't any major cons. The company has a very positive mindset and been a pleasure working here.
Most of the teams have hectic schedules and time lines. But it's never a major problem as long as you enjoy what you are working on.",Be the first to find this review helpful,2016-09-08, QA Engineer ,Bangalore,,Current Employee, more than 3 years
1166,Commissions Lead,5.0,Good Company - Flexibility and benefits,Poor Management - moving up the ladder is tough,Be the first to find this review helpful,2016-09-08, Anonymous Employee ,,,Current Employee,
1167,solution architect,4.0,"Nice work culture, Good compensation","Growth stops after few years, management could be better",Be the first to find this review helpful,2016-09-06, Solutions Architect ,,,Current Employee,
1168,Account Development Specialist,4.0,"Good Benefits, Good Salary,Home pickup and drop facility, employee friendly policies, cooperative work atmosphere",Graveyard shift.work life balance goes for a toss.,Be the first to find this review helpful,2016-09-05,  ,,,Current Employee,
1169,Great Company,5.0,"Great place to work at, amazing ppl!",hard to get promotions to another department,Be the first to find this review helpful,2016-08-31,  ,,,Former Employee,
1170,Good Company for Technical People,4.0,"If your a person with some good technical background then this is the company. Good Facilities, free food, Cab Facility",Still relying on old technology. Lot of excel to work on if your in operations,Be the first to find this review helpful,2016-08-30,  ,Bangalore,,Current Employee,
1171,first impression,5.0,"I really love the spirit and dynamic in here. You feel a really good vibration every day in the office, which makes you really willing to be here and constantly connect to other people within the office. The company gives also lot of flexibility and ability to design on how your work on your own.",Coming from a way bigger organisations I would wish a bit more structure and processes. On the,Be the first to find this review helpful,2016-08-29, Anonymous Employee ,Kraków,,Current Employee,
1172,Best place to work,5.0,no pros in this company,"best environment , best work , best people , you have everything you want in a company in Akamai",Be the first to find this review helpful,2016-08-25,  ,Bangalore,,Former Employee,
1173,Awesome experience,5.0,"1. Fun to work. Startup like culture yet a matured organisation.
2. Plethora of opportunities to grow.
3. Work life balance, Employee friendly, good benefits.",Bangalore office may not have as much opportunities to work on really cool things Akamai is building. Still an awesome place to work at.,Be the first to find this review helpful,2016-08-23, Senior Software Engineer ,Bangalore,,Current Employee, more than 3 years
1174,One of the best companies to work,4.0,"1. Great life balance
2. Good carrier growth.
3. Very cooperative employees and management.",No onsite opportunity. Other then this i didn't find anything.,Be the first to find this review helpful,2016-08-22, Oracle Database Administrator ,Cambridge, MA,Former Employee, more than 1 year
1175,One of rewarding time your carrier.,5.0,"Awesome benefits. Really an employee friendly company. You will get more than the figures quoted in your offer letter. Free food, free transportation, internet allowance, pretty cool shift allowances, education assistance program. 
  Very nice work culture. very good company to settle down yourself.",Nothing much to mention here..,1 person found this review helpful,2016-08-14, Technical Support Engineer ,Bangalore,,Current Employee, more than 1 year
