,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
355,Mostly good experience,3.0,"Good, friendly people
Interesting work","Micro management of work
Low morale",Be the first to find this review helpful,2017-05-08,  ,,,Former Employee, more than 1 year
356,customer service specialist,3.0,"very flexible attendance policy, slow environment compare to other contact centers, decent pay","supervisors not trustworthy, pretend to be your equal but will turn on you, management doesn't have  a clue",3 people found this review helpful,2017-05-08, Anonymous Employee ,Columbus, OH,Current Employee, more than 3 years
357,Great Company,4.0,People are great and work life balance is amazing!,Sometimes the projects get held up by unclarity of ownership.,Be the first to find this review helpful,2017-05-05, Anonymous Employee ,,,Current Employee,
358,Senior Financial Analyst,3.0,Very agile company. Strong pool of talent to learn from.,"Work/life balance varies greatly by department. Finance dept. is not great. To keep up, people are routinely working 50-60+ hour weeks. Lots of dissatisfaction amongst senior analysts in Finance.",6 people found this review helpful,2017-04-29, Senior Financial A ,Columbus, OH,Current Employee, more than 1 year
359,Alliance Data Interview for Payment Solutions  Associate,5.0,"Great Benefits, Culture and people to work with",Late hours an d weekends.,Be the first to find this review helpful,2017-04-26,  ,,,Current Employee,
360,Collections,5.0,"401k, benefits vacation, culture and growth",Mgmt needs overhual to keep up with growth,Be the first to find this review helpful,2017-04-23, Collections ,,,Current Employee, less than 1 year
361,Good place but in transition,4.0,"Good pay
Open to change but in transition
Lots of people stay for many years
Great connection with employees
Contributes to a lot of charities
Growing digitally
Strong leadership","Some old fashion habits
Though the organization is up for change, many of the long term employees are not up for it.
Many people wear their hearts on their sleeves.",3 people found this review helpful,2017-04-16," Senior Manager, Digital ",Columbus, OH,Current Employee, less than 1 year
362,Nice place,5.0,"A great place to work! People there are very helpful and nice.  They understand I am a student thus never push me too hard, this allows me survive my course work while I learn a lot in ADS.","For me, no obvious cons",Be the first to find this review helpful,2017-04-14, Applications Programmer/Analyst ,Columbus, OH,Current Employee, less than 1 year
363,Credit card services,4.0,Nice helpful managers.  Very clean neat facility.  Everyone has a background check.,We are all clock watchers.  If the company could do something to streamline the process of clocking in clocking out for breaks for lunch for meetings it would be very helpful. No penalties if you are clocked out in the wrong status.  Just corrected and go forward.,Be the first to find this review helpful,2017-04-11, Care Credit Associate ,Rio Rancho, NM,Current Employee, less than 1 year
364,Customer Care Representative,5.0,"Room for growth, they recognize their employees everyday, plenty of opportunity to grow within the company, earn incentives and reach your goals.","sometimes the help you need is hard to find around you in a timely manner, leaving you feeling like your letting your customer down, defeating your abilities to do your job and take care of the customer.",2 people found this review helpful,2017-04-07, Customer Care Representative ,Westerville, OH,Current Employee, more than 5 years
365,Was a great company to work for. Loved working from home.,4.0,Working from home and making your own work hours.,Couldn't work from home when I moved out of state.,Be the first to find this review helpful,2017-04-05, Anonymous Employee ,,,Former Employee,
366,Marketing,5.0,Great company. Really fun and smart people who make coming to work easy! Probably can't get better work life balance anywhere else - everyone leaves by 5:15.,Lots of growing pains happening right now,1 person found this review helpful,2017-04-05, Manager ,Columbus, OH,Current Employee, more than 5 years
367,Supervisor,4.0,"Opportunities are endless. Benefits package includes matching 401ks, Tuition Reimbursement, EAP, PTO and much more. The culture is unrivaled and the company stands for corporate responsibility.",The work load for a supervisor can be pretty heavy and you are expected to work at least a 50 hour week including multiple weekends.,Be the first to find this review helpful,2017-04-04, Anonymous Employee ,,,Current Employee, less than 1 year
368,Great place to work,4.0,"Hi wages for entry-level positions great bonus structure, great culture also.",Can't think of any at this time.,Be the first to find this review helpful,2017-04-01, Anonymous Employee ,Coeur d'Alene, ID,Current Employee, more than 1 year
369,patience is an absolute must,3.0,If you're money motivated and patient it definitely pays the bills. lovely bonuses that you have the potential to earn every month,"It's an extremely stressful job. Easy, but you are basically being yelled at for other people's stupid mistakes, both customer and company ones. all day. every day. recent company compliance changes are silly and impede your ability to do your job to your best abilities and also can make you ineligible for bonuses, which is what sets this job apart.",3 people found this review helpful,2017-03-27, Customer Care Advocate ,Lenexa, KS,Former Employee, more than 1 year
370,Na,1.0,Money Is good for the area,No work life balance in Recovery,6 people found this review helpful,2017-03-26, Collections Specialist ,Columbus, OH,Former Employee, more than 1 year
371,Senior Account Manager,5.0,Lots of opportunities in many areas!,Too many layers of management crate pigeon-holing and reduced opportunities for growth,Be the first to find this review helpful,2017-03-17, Anonymous Employee ,Albany, NY,Current Employee, more than 10 years
372,New Accounts,5.0,"Great part-time hours, 401K is offered, and great atmosphere",I have none as of yet !!!,Be the first to find this review helpful,2017-03-16, New Accounts Representative ,Lenexa, KS,Current Employee, less than 1 year
373,OK Job but very corporate,3.0,"mid range salary
decent hours (usually)
decent bonus structure","Very Corporate
low raises
Growth opportunities are not as bountiful as they should be",1 person found this review helpful,2017-03-14, Anonymous Employee ,,,Current Employee, more than 3 years
374,Senior Account Manager,3.0,It is a growing company,It is run like a small company,Be the first to find this review helpful,2017-03-09, Anonymous Employee ,,,Former Employee,
375,"Company Great - IT Organizationi, not so great",1.0,I love the company(except Senior Leadership within the IT Organization).,"Stay away from IT organization! Any positive review, for IT, was written by someone in Leadership! IT Organization used to be great but the culture has gone way down hill, overworked, not appreciated and lots of complaints on certain members of the Leadership team get swept under the rug. Benefits are great but you can find better at other places. They used to have a NO JERK policy - but obviously that is no longer. Senior leaders now welcome any type of treatment as long as they see business results.  Trust me, I'm a fair person, IT Senior Leaders do not back up the team members. Very sad.",12 people found this review helpful,2017-02-26, Anonymous Employee ,Plano, TX,Current Employee,
376,IT Business Office Specialist,5.0,"Excellent, profitable company, excellent work environment.",I have no cons to include,Be the first to find this review helpful,2017-02-24, IT Business Office Specialist ,Plano, TX,Current Employee, less than 1 year
377,customer service rep,3.0,variety of shifts to choose from,it is hard to get time off,Be the first to find this review helpful,2017-02-23, Customer Service Representative ,Westminster, CO,Former Employee, less than 1 year
378,IT out of control,1.0,Initially was a great place to sork,IT management has gone thru a process to create scape goats for his mismanagement and ego. There is a yearly layoff cycle that has added to a very political climate. Budgets and timelines are created for projects to get approved then needed resources were withheld. Very bad relationship exists between IT Mgmt and other Corp departments. IT Mgmt does not communicate well to staff and current morale is very low.,4 people found this review helpful,2017-02-17, Anonymous Employee ,Plano, TX,Former Employee,
379,Payment solutions,2.0,Not a bad company to work for,Ran by ghetto people with little to no education.,Be the first to find this review helpful,2017-02-12, Anonymous Employee ,Westminster, CO,Former Employee,
380,Awesome!,5.0,Money! You get monthly bonuses. The culture of the company is amazing! Literally everyone there is friendly and willing to help.,"You start off second shift, which was the only con for me. But it works for some people. I'm just a first shift person. Other than that it's really one of the best jobs I ever had.",1 person found this review helpful,2017-02-11, Customer Service Representative ,Westerville, OH,Former Employee, more than 1 year
381,Great Company,4.0,They care about their employees and try to give them the best of work/life balance they can,I have no cons to write at this moment,1 person found this review helpful,2017-01-30, Anonymous Employee ,,,Current Employee,
382,Payment Solutions/Card Services,3.0,Being able to make your own schedule is definitely a pro there are some guidelines but this makes for a very flexible job like no other I've ever had.  Another pro is the upbeat environment most everyone is happy with what they are doing and there's not a lot of drama like in other call centers.,Being a collections position it can be tough at times to stay focused when customer contact is low.  Coming from a mainly customer service and sales background I found it can be tough at times spending several hours dialing numbers and leaving voice mails. Some of the management tend to be abrasive at times and a few in specific play favorites with employees.,2 people found this review helpful,2017-01-30, Collections ,Westminster, CO,Current Employee, less than 1 year
383,Alliance Data Review,4.0,"Great management
Lots of great training
Do a lot for associate appreaciation","Expensive Med/Den benifits
Salary is based on median pay for that location. Should be more competitive",Be the first to find this review helpful,2017-01-27, Anonymous Employee ,,,Current Employee,
384,Alliance Data Supervisor and Employee Review,4.0,"I absolutely love the people I worked with so many amazing relationships were built from working there. The pay, PTO, and benefits are very competitive. I love that the company provides great training that is applicable to more than just the job. They provide you with lots of feedback and encourage innovation. Lastly, they empower leaders and associates alike.","They'll fire people at any given moment for the smallest reasons. Even if you've been employed with them for 15+ or 20+ years. I feel like it's a dirty way for them to save some money. Also, there are way too many unnecessary meetings and the corporate politics are ridiculous to say the least.",3 people found this review helpful,2017-01-24, Department Supervisor ,Westerville, OH,Former Employee, more than 10 years
385,Good job,4.0,A lot of opportunities,Learn as much as you can in training not a lot of help on the floor,Be the first to find this review helpful,2017-01-18, Anonymous Employee ,,,Current Employee, less than 1 year
386,Customer Care Specialist,4.0,Excellent company to work for they look out for their people as well as for their wonderful customers,The cons for working for this company is they face your job security off of surveys that involve house of cards are used in work for the customer not with the customer felt about the associative,1 person found this review helpful,2017-01-13, Anonymous Employee ,Columbus, OH,Former Employee, more than 3 years
387,Manager Customer Service,5.0,Good company; good benefits. excellent culture.  Competitive salary.  adequate training.  Good understanding of services provided and very much enjoyed the people I worked with.,"Facilities are ok, but seemed we worked in a former grocery store.  Difficult to work through change and management would hear you, but not often listen.",Be the first to find this review helpful,2017-01-06, Anonymous Employee ,,,Former Employee,
388,Director card services,1.0,Interesting growth in the digital transformation area.,Come here to ruin your career; politics and lots of negative tenured associates.,7 people found this review helpful,2017-01-05, Director Card Services ,Columbus, OH,Current Employee, more than 5 years
389,They hire and lay off and reorg CS Deb hires and then has to re org.  executives to have such egos.,1.0,"None 
Terrible leadership
Egos
Miss management 
Parking spots for executives
Several reorga in CS
How does HR support this?
Survey past employers to find the truth you get fired if you speak up
Deb has debs ride on her car
They fly net jets frequently 
President had her own guard","Go to Huntington 
Melissa is so fake it is pathetic wears a Kate spade dress when she is reorg people.  
Deb Decker is terrible.   Both uneducated and vain. 
Special parking spot for vain M2 car",12 people found this review helpful,2016-12-31," Director, Client Management ",Westerville, OH,Current Employee, more than 8 years
390,customer service specialist,5.0,Overall a great company to grow within,No enough empathy on people with ongoing medical issues,1 person found this review helpful,2016-12-28,  ,,,Former Employee,
391,Customer service rep,5.0,Great training and leadership.. Benefits are amazing and a very family orientated and accomadating..,It is on the outskirts of Rio Rancho and if you don't live in town it's a long commute..,Be the first to find this review helpful,2016-12-13, Customer Service Representative ,Rio Rancho, NM,Former Employee,
392,customer retention,2.0,I absolutely loved the people I worked with (less mid management) and the bonus' were nice. Also the CEO seems like a good guy along with most in upper management. Schedule is fairly flexible with several options if you need time off.,"Most of the supervisors were EXTREMELY cliquey and didn't value the employees, only the numbers. One supervisor was proud at the fact he/she intimidated her/his employees. EXTREMELY LIMITED medical accommodations can be made if you have a serious medical condition (this could be an issue with the supervisors and not the company). Actually left the company due to poor management.",5 people found this review helpful,2016-12-12, Collector ,Milford, OH,Former Employee, more than 3 years
393,Clique-ey,3.0,Great company vision.  Strong Senior leadership.,Very cliquish around the office.  That type of behavior was encouraged with local leadership. I even had it written as the only negative on my appraisal.,2 people found this review helpful,2016-11-29, Supervisor ,Olathe, KS,Former Employee, less than 1 year
394,Wasn't happy with this job; too many changes not enough communication,2.0,My shift started early and ended early leaving lots of time in my day,"Didn't feel appreciated, management chooses favorites, no room for growth, systems go down at least once a month and your expected to just deal with them, changes were never discussed with employees only management, survey system did not work, unnecessary changes always being made with no communications to those who will have to suffer through those changes",1 person found this review helpful,2016-11-20, Customer Care Advocate ,Rio Rancho, NM,Former Employee,
395,Full time with tenure,4.0,The people that work here are for the most part wonderful.  Opportunity to do new things is always available.  Much better work life balance than most organizations if it's size.,"It all depends on leadership- some are good, some seem dishonest and to value the wrong things making understanding promotions, or why some people still work there a challenge.",3 people found this review helpful,2016-11-20, Client Sales Manager ,,,Current Employee, more than 5 years
396,Good Company,4.0,"Good work/life balance, and performance bonuses.","Poor management, and lack of structure.",Be the first to find this review helpful,2016-11-18, Sales Analyst ,London," England, England",Former Employee, more than 3 years
397,FantasticnEmplpyer,5.0,"Big firm perks, great benefits, and management that wants you to succeed.","its a huge company, and it is hard to stand out",Be the first to find this review helpful,2016-11-13, Anonymous Employee ,,,Current Employee,
398,Great company if you get a great manager,4.0,"CEO is strong and down to earth, really invests in keeping the company aligned and aware.  

Company offerings:  Moderate salary levels, Rich benefits program, strong community support programs, and global opportunities.   Great place to work!  The people I worked with were great people!

Workload:  Variety of cross functional and global scale objectives.   Fast paced.",Some managers seemed more concerned with politics than making a difference,2 people found this review helpful,2016-11-12,  ,Dallas, TX,Former Employee, more than 8 years
399,Growing too fast and no one is accountable or knows how to deliver to clints,2.0,Great place for millennials in Columbus Ohio. This business is retail focused and if you aren't young and cute don't bother because you won't fit in.,Majority of the staff is new to the company due to fast growth and therefore untrained and inexperienced. Management has minimal time to train and mentor. A lot of movement within the company and everyone only knows their own area and noting more.,1 person found this review helpful,2016-11-11, Client Manager ,Plano, TX,Former Employee,
400,Employer,4.0,Has experienced a lot of growth,Has grown too quickly and doesn't offer competitive pay,1 person found this review helpful,2016-11-09,  ,,,Current Employee,
401,Best kept secret in the city,5.0,Senior management is very transparent about decisions.  Company takes associate feedback seriously.  Strong autonomy.  Company is growing like crazy which opens-up lots of opportunities for those looking for them.  Gives back to the communities where offices reside.,"Some inconsistencies in salary exist - something that occurs when associates job from position to position.  Some overlap of job responsibilities, but that is being addressed openly.",1 person found this review helpful,2016-11-01, Manager ,Columbus, OH,Current Employee, more than 10 years
402,so-so,3.0,Lots of smart people and rapid growth,culture wasn't in alignment with core values. integrity and open communication are important to me.,Be the first to find this review helpful,2016-10-31, Alliance Manager ,Columbus, OH,Former Employee,
403,Best internship I've ever had,5.0,Amazing company culture; open door policy; close-knit office; many opportunities for growth; many perks,Lower wage than other internships,Be the first to find this review helpful,2016-10-25, Intern - Hourly ,Plano, TX,Former Employee,
404,Good company,4.0,"Smart people, good management, people care about what they are doing",Things get stressful in the fall in preparation for holiday shopping,Be the first to find this review helpful,2016-10-24, Anonymous Employee ,,,Current Employee,
405,Great Company to Work For,5.0,"Overall great company to work for.
Lives by the company values and mission.
Fair earning potential.
Good team to be a part of.","High turnover out on the floor, as is the case with any call center environment.",Be the first to find this review helpful,2016-10-18, Safety Services Officer ,Columbus, OH,Former Employee, less than 1 year
406,Great Internship Experience,4.0,"Lots of variety in the workload, managers are understanding and flexible","High stress, each intern works a slightly different job and some jobs can be very tedious",Be the first to find this review helpful,2016-10-16,  ,,,Current Employee,
407,Collector,5.0,Positive environment. You will be fully trained before you start the position.,Schedule includes split shifts.,Be the first to find this review helpful,2016-10-16,  ,,,Former Employee,
408,"ADS website : ""You might not know our name"", wanna to reason?",2.0,"- Inside Car Parking
- Will get your salary on time :-)
- 3 weeks vacation but you would able to use it :-)","When I joined Alliance Data, I have gone through their web site and read lots of good things, so, even though I had 3 offers, I joined ADS, After first few days, I was realizing ADS real face. But, initially, I was thinking it is my misunderstanding. So, I concentrated on my work and worked really hard, day-night, to make this project successful. Some months, I worked 15 hours per day and finally completed a multi million dollar project as per design and requirements. I got loooots of 'thank you' points from my co- worker, manager and also directors. But during project, sometime I was feeling, someone from upper management don't want this project to go on time. But really couldn't connect, why would someone wouldn't want a project to complete. Really meant no sense to me. Finally one day upper management called our group in a room and let everyone go.  A fortune 500 company showed their real face with dirty office politics. VP was afraid, he would be replaced by director if this project would go correctly. He started blaming for issues, that he had approved during early stage of the project. And finally, he cleared everybody :-) Not only that, now he recruited such a person, so that he never fell threatened.

Who cares since all losses would go to share holders.",Be the first to find this review helpful,2016-10-15,  ,,,Former Employee,
409,Customer Care Representative,4.0,They encourage you do better than you did the day before on helping customers with having incentatives.,The shift I worked started to interfere with my health.,Be the first to find this review helpful,2016-10-09, Customer Care Representative ,Columbus, OH,Former Employee, more than 1 year
410,Words vs. Actions,4.0,This is an ever evolving/changing company that thrives on growth and opportunity.  The company is currently focused on long range planning so the growth and opportunity continues for years to come.,"The only reason I gave it a 4 out of 5, is because the voices of the individual contributors for the company are not always heard, and there is not clear accountability when it comes to internal issues.",1 person found this review helpful,2016-10-09, Senior Financial Analyst ,Columbus, OH,Current Employee,
411,Great Company!,5.0,"Amazing culture, great people, extremely supportive of your development, so many opportunities, growing company","Account Teams are primarily based out of Columbus, Ohio for Alliance Data-Card Services.",Be the first to find this review helpful,2016-10-05,  ,,,Former Employee,
412,Play the game or get out.,1.0,Most people are easy to work with,"If you don't play the corporate game you will be let go. 

Work life balance for some within the same department is decided by who has kids and who does not.

Some leaders are promoted too early and fail to do their jobs, learn bad habits, etc., but will not take feedback.",3 people found this review helpful,2016-10-05, Campaign Selection Analyst ,Columbus, OH,Former Employee, more than 3 years
413,The shoe really does drop,1.0,"Same thing every day, pay is alright if they don't find a loop hole to take incentive away.","Very little communication,  always changing rules and regulations, unprofessional management",2 people found this review helpful,2016-10-04, Customer Retention ,,,Former Employee, more than 1 year
414,Voice Administrator,5.0,"This is a great company to work for, period",Work life balance needs work.,2 people found this review helpful,2016-10-04, Voice Administrator ,Columbus, OH,Former Employee, more than 10 years
415,Recovery Specialist,4.0,Make your own schedule.  Good bonus.  Great Benefits.  Do not micromanage.,"While claiming to offer opportunity to ""choose your path"", convoluted job posting system has deep flaws and gave very little opportunity change career paths.",1 person found this review helpful,2016-09-30, Recovery Specialist ,Westerville, OH,Former Employee, more than 3 years
416,Amazing,5.0,I absoltely love it here,Nothing to comment on here,Be the first to find this review helpful,2016-09-28,  ,,,Current Employee,
417,Alliance Data was the BEST company that I ever worked for.,5.0,"When I first started at Alliance Data it was in the mid 90's and tattoos were not accepted in a professional atmosphere, but Alliance Data hired me and I thrived. The work was challenging but not difficult. Anyone who actually tried did well. I started in Auto Dial Collections and moved all the way to the Recovery Department. Alliance Data had a very competitive pay and salary but had an AMAZING bonus structure that was very generous. My supervisors and managers were all very personable and I had great coworkers, as well. The annual paid time off was very nice, too. The company went out of its way to make its employees feel welcome and appreciated by hosting very nice Holiday Parties, team outings and the monthly meetings where they handed out awards for productivity, attendance and other career milestones. The sky was the limit there because there was always an opportunity to advance or change positions. Alliance Data was a great experience and suggest that anyone willing to work and wanting fast career growth to apply.","Sometimes the incentive goals were a little high, but it was always worth it and never unattainable as long as you wanted to work.",1 person found this review helpful,2016-09-26, Collection Specialist ,Westerville, OH,Former Employee, more than 10 years
418,Do not fall for it.,1.0,They pay even with the rest of the field. They tend to act like they want people to succeed. They are willing to take chances on getting people jobs because they need people.,They will throw anyone under a bus to get ahead. The people are fake. The management forces good ratings from people to get others hired.,4 people found this review helpful,2016-09-25, Customer Service Supervisor ,Westminster, CO,Former Employee, more than 1 year
419,Resolution Specialist Customer Care,5.0,It is a great company to work for. very job oriented and everyone gets along with each other. My teammates were great team to work with.,Nothing negative to say about the downside of it.,Be the first to find this review helpful,2016-09-22, Customer Care Resolution Specialist ,Columbus, OH,Former Employee, less than 1 year
420,Customer Care Advocate,4.0,Good benefits and available supervisors,"customer care, dealing with customers (60-120 calls a day)",Be the first to find this review helpful,2016-09-20,  ,,,Current Employee,
421,"Good company, Retail is the cash cow",4.0,Good company with great wall street support. They believe in the overall mission and vision and it creates a great story.,Without the retail division making money the whole thing falls apart. Epsilon has struggled to grow as expected and they just do layoffs regularly to make their numbers.,Be the first to find this review helpful,2016-09-17, Anonymous Employee ,,,Former Employee,
422,Intern,5.0,They let you do real work and add value to the company right away.,"If you don't ask a lot of questions, you will not succeed here.",Be the first to find this review helpful,2016-09-15, Anonymous Employee ,,,Former Employee, less than 1 year
423,Supervisor,5.0,"Awesome work environment, management is helpful and will direct you to your success","Nothing, the company is going the best direction",Be the first to find this review helpful,2016-09-12, Anonymous Employee ,Columbus, OH,Current Employee, more than 5 years
424,Senior Account Manager,4.0,Great people! Great opportunities to advance if you are driven.,"Hyper growth, need more structure as far as teaching on the job.",Be the first to find this review helpful,2016-09-12,  ,,,Former Employee,
425,Great place to work,5.0,"Great culture, people and leadership. Company is growing so there's definitely lots of opportunity for learning and working on exciting projects.",Not much to say in terms of downsides I've only been here less than a year and it's all been positive so far.,Be the first to find this review helpful,2016-09-10, Anonymous Employee ,,,Current Employee, less than 1 year
426,Best Place to Work,5.0,There's so much support from mangers & senior managers to explore ideas and grow. The company cares about your opinions & your voice.,"Change is constant so if you don't like that, it could be an issue. For others, that's a pro.",Be the first to find this review helpful,2016-09-09, Associate Engagement ,Plano, TX,Current Employee, more than 3 years
427,My Experience,3.0,"Alliance Data has excellent benefits as far as health insurance, 401k plans, monthly bonuses, tuition reimbursement, etc. Competitive pay compared to most customer service jobs.","When I first started working there it was a nice and positive environment. Over the years things seemed to have changed. They care more about the business rather than valuing their employees servicing the customers. All of management works together. Even if they know a member of management is in the wrong they cover for them. If you go leadership about your direct supervisor, they tell them and your supervisor retaliates...our jobs are now based on customer surveys. The morale has declined because many are on corrective action. The environment is now stressful. If you want to move up, prepare to kiss up. That's the only way to make it to the top.",1 person found this review helpful,2016-09-06, Anonymous Employee ,,,Current Employee,
428,Very political,1.0,High salaries and new facilities appeals to many.  Credit card business for Victoria's Secret is fun to work and UX team is excellent.,"Slow, outdated HR, very outdated hardware, people with 20 years with the company own decisions, no cups for water to save money makes the staff frustrated and feel belittled.  Victoria's Secret, the main client, rules business decisions.  Men dominate women.  Younger staff is desired.",5 people found this review helpful,2016-08-27, Systems Analyst ,Columbus, OH,Former Employee, less than 1 year
429,Good company good culture,5.0,"Good work life balance
Good working culture.","Is undergoing restructuring. 
Cannot think of any other.",Be the first to find this review helpful,2016-08-18, Data Analyst ,Plano, TX,Current Employee, more than 3 years
430,customer service,4.0,"close knit, comfortable, team oriented environment",late hours are a bit to handle with kids getting up early,Be the first to find this review helpful,2016-08-16,  ,,,Former Employee,
431,Recovery Specialist,4.0,Great company to work  for.,Need to getc better trainers for training department....,Be the first to find this review helpful,2016-08-15, Recovery Specialist ,Westerville, OH,Former Employee, more than 1 year
432,customer service,5.0,The culture of the business is the best place I have worked. The wage is competitive and the goals a reachable. The benefits are very good as well. its fun and up beat. I like my job.,scheduling is fixed and hard to change. The shift you agree to in the interview is the one you'll be stuck in,1 person found this review helpful,2016-08-12, Customer Service Representative ,Westminster, CO,Current Employee,
433,Great Place to Work !!,4.0,"Training and cont education great
Pay rate and ALL benefits
Friendly and supportive atmosphere
Huge ptoential for growth and promotion (w/hard work)","No sick days (use PTO instead)
Growing so fast that sometimes what we just learned becomes obsolete quickly",2 people found this review helpful,2016-08-06, Account Protection Associate ,Coeur d'Alene, ID,Current Employee,
434,Customer service,2.0,"Own desk, fun people and good food","Management, the stress of the callers",Be the first to find this review helpful,2016-08-06, Anonymous Employee ,,,Former Employee,
435,Great opportunities,4.0,"Great place to intern with for financial,  marketing, or business intelligence",Not many it intern opportunities,Be the first to find this review helpful,2016-08-03,  ,,,Former Employee,
436,Great job to work At!,4.0,You make decent income with a chance for growth.,The interview process is hard to move up on the company.,Be the first to find this review helpful,2016-08-02, Sales and Service Representative ,Columbus, OH,Former Employee, more than 5 years
437,"Good Place to Work, Great Benefits.",5.0,"Benefits, pay, casual atmosphere, fun activities, secure facilities, varied cultures and backgrounds, more experience needed to start (not working with people that barely know anything about their job is nice).","Secondary (Non-Collections Associates) employees are treated as ""backburner"" employees that are often overlooked. If you are not a collections person on the phones, you are often forgotten.",Be the first to find this review helpful,2016-07-30, Security Officer ,Milford, OH,Current Employee, more than 1 year
438,untrustworthy mid-management,2.0,"close to home, opportunity to work from home",more important to fill the seats than to hire quality people,3 people found this review helpful,2016-07-30, Customer Service Representative ,Lenexa, KS,Current Employee, more than 1 year
439,Not for everyone!!,1.0,"Decent pay based on experience, co-workers","No flexibility, insufficient training, snobby supervisors, strict policies, short breaks, boring and repetitive, high turnover rate",3 people found this review helpful,2016-07-28, Anonymous Employee ,,,Former Employee,
440,Supervisor for security tem,5.0,Great company.  To work for one of the top compsnies in the nation,Don't have anything against the company,Be the first to find this review helpful,2016-07-22, Supervisor of Security ,Columbus, OH,Former Employee, more than 10 years
441,Customer Service Representative,3.0,"At ADS, there is a good work-life balance. There are lots of programs in place to help employees deal with issues at work and beyond office walls. The company also gives back to various charities.",There were a lot of organizational changes in leadership. The industry is going through some changes and the changes in staff seem to reflect those issues.,1 person found this review helpful,2016-07-14,  ,Denver, CO,Former Employee,
442,Financial Analyst I,5.0,"Great culture.  Great exposure and opportunities to learn in several areas.  Good work life balance usually.  Genuinely good people and company.  Healthy financially and progressive.  Low barriers between the bottom and top people.  Lots of access to higher-ups who are happy to talk and give advice.  Actively contribute to and help the community.  Great 401k match, PTO, flexibility, ESPP.","Data integrity can be lacking, sometimes lack of communication/cooperation between departments/lines of business, fast-paced and growing often leading to informal training structure and feeling like ""building the airplane while flying it"".  Could pay more monetarily.",Be the first to find this review helpful,2016-07-13, Financial Analyst ,Plano, TX,Current Employee, more than 1 year
443,Great Place to work,4.0,"The company encourages growth, both personal and professional, and challenges it employees to take chances. Benefits are great and the salary is competitive. A fast growing company that strives to be the best at what they do, including encouraging their employees to be the best they can be.",At times the work life balance was more tilted to work. The company is growing quickly and expects a lot from their associates.,1 person found this review helpful,2016-06-21, Anonymous Employee ,,,Former Employee, more than 1 year
444,My review,4.0,"Great environment and people, low stress, over time available and personal space","More money, benefits, more locations, adhere policy update and vacation time",Be the first to find this review helpful,2016-06-18, Customer Care Associate ,Orange, NJ,Current Employee, less than 1 year
445,Senior Manager,4.0,It is a high growth company that values associates' contributions.,"Due to the tremendous growth the organization is making adjustments, the right ones, to continue moving forward.",Be the first to find this review helpful,2016-06-15, Anonymous Employee ,,,Current Employee, more than 10 years
446,Divisional,3.0,"Nice place to work, nice co-workers, good pay and benefits",Things change quickly within department and constantly reorganizing structure within themselves which at time will eliminate position,Be the first to find this review helpful,2016-06-14, Divisional Field Sales Leader ,Middletown, DE,Former Employee, more than 1 year
447,Chase and HNB are much better choices for employment in the north end of the city,2.0,"Can work from home on occasion with company supplied laptop. Not too many advantages so nothing else to tell, unfortunately.",Some managers do not have the skills required to develop and manage others. Parent-child relationship between managers and direct reports. They definitely play favorites and if you don't kiss up some will retaliate and bully. Considerable drama.,7 people found this review helpful,2016-06-13, Compliance Analyst ,Columbus, OH,Former Employee, more than 5 years
448,Customer Care Supervisor,3.0,The Money is better than most call centers,upper management is a joke,1 person found this review helpful,2016-06-12, Anonymous Employee ,,,Current Employee, more than 5 years
449,IT Auditor,4.0,Excellent training program.  Highly organized and truly shows appreciation for employees. Facilities and offices are top notch. Highly intelligent management force that truly approaches everything with the highest level of integrity.,Company has extremely high standards in regards to performance. Work hours required to meet management expectations may be somewhat excessive compared to other organizations. My average work week is approximately 50 - 55 hrs.,Be the first to find this review helpful,2016-06-08,  ,,,Former Employee,
450,"Tell you one thing, write you up for it and tell you another.",1.0,"Some managers are very helpful, SOME - NOT ALL. Parking lot is huge and close to a lot of food places for a quick lunch. EXTENSIVE training/nesting. On site kitchen for fresh food if you don't want to leave campus. On site bi-monthly fitness classes.","No Salary negotiation after you accept the position, even when you're promoted. So if they lowball you at 13.50, keep in mind most people on the floor are making close to 16 an hour.

They tell you you cannot hit the release button and you must wait for  the caller to hang up, then when that happens they write you up and put you on corrective action. Then they tell you to NOT wait, and to release the call and if you do, you're written up and fired. This just happened to one of my friends and they never called her to tell her she was let go, they just told her to go home early. The Managers play favorites. They send out memos where it says the entire site cannot do something, and then don't back that up and it ends up being done all around you, but if you do it they'll write you up. 
They are quick to put you on corrective action for everything, so be careful not to breathe incorrectly.
They are required to follow the Fair Credit Act, and they do not. They work every loop hole and cut thousands of customers out of hard earned money, and they'll blame you for it and you'll be let go/written up.",7 people found this review helpful,2016-06-03, Customer Service Advocate ,Lenexa, KS,Current Employee, more than 3 years
451,Customer service,4.0,The money is great when you get promoted,I disliked the hours and location,Be the first to find this review helpful,2016-05-27,  ,Kansas City, MO,Former Employee, more than 1 year
452,Principal Database developer,5.0,"They have good work life balance
benefits are really good",Sometimes working for too big company can effect your productivity due to processes in place,1 person found this review helpful,2016-05-27, Principal Database Developer ,New York, NY,Current Employee, more than 3 years
