,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
330,Don't expect help or training,2.0,decent benefits and nice sales promos once in a while. President club winners are treated to a nice trip,"Little to no training for new folks
Turmoil (constant change) 
False promises of account decks 
Did i mention no help?",6 people found this review helpful,2018-06-29, Account Executive ,Jericho, NY,Current Employee, more than 3 years
331,Not terrible,3.0,Cable benefit is a good bonus,Hard to progress without the company,Be the first to find this review helpful,2018-06-27, Senior Coordinator ,Middle Island, NY,Current Employee, more than 5 years
332,Altice review,3.0,A established company with possible future growth,Lack of investment on their employees,Be the first to find this review helpful,2018-06-23, Technician ,Lisbon,,Current Employee, more than 1 year
333,Challenging place to work,3.0,Altice offers a very challenging work environment with flexibility to make quick decisions and add additional responsibilities.,The company is under-staffed so the majority of the groups are expected to deliver unrealistic results without proper resources.,Be the first to find this review helpful,2018-06-19," Senior Director, Procurement ",Bethpage, NY,Current Employee, more than 1 year
334,Customer Service,4.0,Great pay and alot of opportunities to move up in the company,"customers are the worst, and management give conflicting help with issues",Be the first to find this review helpful,2018-06-18, Anonymous Employee ,,,Former Employee, more than 1 year
335,Account Manager,5.0,"Great support, encouragement, excellent sales leadership","A very challenging job, going door-to-door selling retail sales phone, internet and tv service",Be the first to find this review helpful,2018-06-14,  ,,,Former Employee,
336,Constant Change and continued growth,4.0,Always something different everyday. Happiness will depend on department,Lots of change and sometimes communication not timely,Be the first to find this review helpful,2018-06-11, Anonymous Employee ,Amsterdam,,Current Employee, less than 1 year
337,Technical Support Representative,3.0,"It pays well, good benefits.",It used to be better when it was cablevision!!,Be the first to find this review helpful,2018-06-07,  ,,,Former Employee,
338,Awful Management,1.0,Opportunity to work on fun marketing campaigns.,"Since Altice purchased Cablevision there have been significant changes and the company has changed for the worse. Specifically in the marketing department. Senior leaders have no idea what is actually going on in the department, or if they do they don't care. They started by increasing the work day by an hour, with no increase in salary, and then they moved employees (majority of which live on long island) to work in Long Island City.  There was zero communication to employees in marketing of when exactly we would be moving, where we would be sitting, and zero care for how this move would impact our lives.  This resulted in many of the top performers leaving the company and none of their positions were filled. When i left the company there were 12 people left in marketing, doing all of the Optimum and Suddenlink marketing, for the 4th largest cable company in the US.  The creative team was shoved in basically a closet and had to assemble their desks themselves.  There is also little to no growth opportunities.  They would rather let top performers leave the company and rehire new people than promote them and provide them with a career path.  People in other departments have been promoted but it seems close to impossible to get promoted in the marketing department.",6 people found this review helpful,2018-06-05, Anonymous Employee ,,,Former Employee, more than 3 years
339,The worst.,1.0,None I can think of.,"If I could give this company 0 stars, I would. They let go of some of their best people go and only keep the ones who kiss the president's butt. There's virtually no training whatsoever. No performance reviews, but be prepared for plenty of closed doors and trash talking behind your back about your performance. There are some amazing people that work here, but unfortunately their efforts aren't recognized. If you're nice, they'll take serious advantage of you and fire you for mistakes they made. Do NOT make the mistake of applying here.",9 people found this review helpful,2018-06-04, Anonymous Employee ,,,Current Employee,
340,Altice (AUSA/ATS) / Suddenlink,1.0,"(Mostly) Free service, good benefits, company vehicle and cell phone, (mostly) independent work","Policies are made by a management team that seems to never have worked in field.

The company can never keep a deadline.

Laid off a large number of employees and consolidated dispatching centers. At one point the average hold time was 30 minutes - 1 hour for a technician to reach a dispatcher. Routing has been centralized in North Carolina and it takes a minimum of 15-20 minutes to reach a member of that group to have changes made to your work route. We were assured that with all of these changes and issues that PPH (points per hour) would not be held against us on our yearly scorecard for the yearly merit raises... they were of course and several employees were placed on corrective action plans because of it.

The splitting up of the company into two separate companies (Altice USA and Altice Technical Services) has created a tense “That’s not my problem” attitude between departments. 

Trouble call durations are now limited to 40 minutes or you face reprimand, corrective action plan, etc... to accommodate this the Last Tech Out procedures were changed; this was touted as a MAJOR accomplishment... then the change was reversed.

Since Altice purchased Suddenlink there has been a major atrophy of employees, with the technical department losing 2/3s of their former staff. 99% of those that left, did so voluntarily. Many of these employees had been with Suddenlink for 5-10 years and some of them as long as 35-40 years.

Suddenlink was a great company to work for. Altice is nothing more than a shell of what once was. I heavily advise against seeking employment with Altice or Altice Technical Services",4 people found this review helpful,2018-06-02, Broadband Technician (B2B) ,Houston, TX,Current Employee, more than 5 years
341,Altice review,2.0,Great for starting a career as you learn a lot in a very short time.,Low evolution in career. Experienced workers are little valued inside the company. Decisions are changed very often.,1 person found this review helpful,2018-05-30, PCB Design Engineer ,Aveiro,,Current Employee,
342,Residential Account Executive,4.0,The freedom of the job once you start hitting your numbers.,Long working hours 12-9 and no weekends Saturday is most important day.,Be the first to find this review helpful,2018-05-29, Residential Account Executive ,Oakland, NJ,Former Employee, more than 1 year
343,Sales,2.0,"Huge upside, good peer support system","Lack, transparency and very minimal support",Be the first to find this review helpful,2018-05-29, Anonymous Employee ,,,Current Employee, more than 1 year
344,Network Engineer,3.0,"Opportunities exist to work with latest industry technologies.
Good Cable/Internet benefit package","Senior Management not consistent with direction of company message.
Future employment uncertainty due to office relocation's and work force reductions.",Be the first to find this review helpful,2018-05-29, Anonymous Employee ,Amsterdam,,Former Employee, less than 1 year
345,Welfare cable,1.0,"Honestly, there are not many pros left since Altice took over Cablevision 2 years ago.  Despite their promises to not change anything, there have been numerous changes throughout the company.  Health and dental insurance used to be free but no more.  The product benefit has remained relatively the same, with almost free Optimum Gold TV (plus all International packages and Playboy), Internet and Voice services.   Free life insurance which has been halved in terms of coverage amount.  Free employee assistance program which provides for several complimentary counseling sessions every year, and trust me it's needed with these horrible customers.","Customer service has pretty much been outsourced to inadequately trained work-at-home reps and a call center in the Dominican Republic.  Upper management expects reps to do more on every call, like pushing unnecessary upgrades and offering self-help options, while at the same time harassing agents via Skype if they're on a call for more than 20 minutes but with barely any available supervisors or leads to assist.  Field techs call out on every holiday, leaving customers and customer service to hang high and dry.  Techs flat out lie about visiting customer's homes, and use photos from Google Maps to ""prove"" that they were there.  Paid holidays have decreased.  Holiday bonuses have been eliminated.  The Altice One box and service are not ready for prime-time use, yet the company pushes it like there's no tomorrow.  Reps are expected to time their bathroom breaks and are penalized (or written up) for using personal time to do so, making the call centers pretty much American sweatshops.  No college education required any longer to be hired, which shows in how the new reps conduct and present themselves.  I've seen reps come in flip-flops and shorts, leave trash all over the break rooms, and even forget to flush after using the toilet.  No credit check when signing up customers, which leads to many delinquent accounts and unsavory conversations over billing ""issues"" over the phone.  No one should have to spend 20-30 minutes arguing over the phone with a supposed adult over how when you pay only half of your bill you're still going to owe the other half at some point soon.  Or when all of the networks decide to do the right thing and participate in a cancer charity event, you have the audacity to call in and curse out a rep because you can't watch your precious little TV programs.",5 people found this review helpful,2018-05-28, Customer Service Representative ,Newark, NJ,Former Employee, more than 1 year
346,Altice destroys Suddenlink’s name and reputation.,1.0,Free Cable/Internet and decent benefits.,"The Altice way is: “More for Less”. They truly stand by that statement. They have no true care or concern for their employees. They put on an act as if they do in words but in action it does not line up. They do not believe in career pathing or developing. The only objective is to meet certain scores and make as much money as possible at the expense of their employees and customers. They do not pay their venders on time and double charge for benefits. The turn over rate is so high, they literally hire anyone off the streets who don’t care about morale, ethics or,professionalism. The bathrooms are disgusting; Urine on the walls in the men’s bathroom, there may be hand soap to wash your hands and paper towels to dry your hands; the floors are so dirty, when you walk, your shoes stick to the floor. Coffee stations are filthy and are not stocked. Facilities have taken a drastic decline. The floor are not vacuumed       Leadership no longer cares about it’s people or customer. This is all due to that Ungodly French company called Altice. They have ruined Suddenlink’s fine name and reputation. Altice has the audacity to use old suddenlink commercial with past employees who look so happy and readily would promote the company. I guarantee you none of those employees work for Suddenlink anymore and would never stand by the Altice way. In fact, Altice should get some present employees and do a commercial. I promise you, they will not look happy. In fact it might remind you of a commercial with sad orphan kids in Russia that need money for food and water. MARK MY WORDS. Or they may hire some “soccer player half naked in a hallway” to boost sales cause they can’t use any of their employees to sale their products. So sad. Okay. I’m going stop now. This Altice review in getting in between my dinner time at 8 PM. Sorry. They ain’t wort my chicken getting cold. Bye.",4 people found this review helpful,2018-05-24, Agent ,Tyler, TX,Former Employee, more than 3 years
347,Telephone Sales,1.0,The company pays for performance,This place is a revolving door,3 people found this review helpful,2018-05-23,  ,,,Former Employee,
348,Agent Tyler Texas,1.0,Benefits are good. Almost free cable/data services holiday pay and days off associates with said holidays. That’s about it. Etc,"We need a union so bad. This place is a job insecurity cesspool. One day people are there, the next they are gone.  The motto here is “more for less”. Wow. They will work your finger to the bone making you do the job of 3 people. It’s like the slaves days.  Yes...yes it is. They don’t physically whip people but they do with the whip of emotional control, fear and unreasonable expectations.",7 people found this review helpful,2018-05-22, Agent ,Tyler, TX,Current Employee, more than 3 years
349,Do you like torture ?,1.0,"Decent benefits 
Good people to work with","Company is not what I thought it would be. To factory ish type environment.  It really is depressing after a while. You try to stay positive but it's really survive until  you  find a better position . This place is cool if you are about to live on the street. If you have a degree , look elsewhere cause you might contemplate suicide to think you sat thru college for this nonsense. Customers are customers but the upper management is more concerned about preventing unionizing than actually making it a place where you want to work. Dont ever talk about unions out loud over there. They will single you out  and remove you. They would rather you dont make friends cause it's less of a threat to the order.",6 people found this review helpful,2018-05-17, TSG ,Newark, NJ,Former Employee,
350,Bad place to work don’t bother,1.0,"Good pay, decent hours. The other people you work with, and free cable.","Micro managing. No job security they are getting rid of all internal employees and replacing them with contractors. No communication from upper management. You will be given unreasonable amounts of work. If you don’t meet the required minimum amount of money you are supposed to make they will get rid of you. Benefits are not accruing properly, paycheck issues are common. Management is overworked morale is low and no one cares.",4 people found this review helpful,2018-05-16, Anonymous Employee ,Amarillo, TX,Current Employee, more than 10 years
351,Technical support,1.0,"Benefits ,benefits , benefits, benefits, benefits","Management , shift changes, customers , other departments",2 people found this review helpful,2018-05-16, Anonymous Employee ,,,Current Employee,
352,MRO,5.0,"Great benefits, great salary for my position.",I am fortunate no cons.,Be the first to find this review helpful,2018-05-15, Anonymous Employee ,,,Current Employee,
353,Technical service rep,2.0,"If you live in the area or “footprint”, you get almost free service with all the channels and high speed internet.",Your work hours change every 6-8 months. Micro-management is just ridiculous here. If you’re on a call for close to 15 minutes and they are already coming down on you.,6 people found this review helpful,2018-05-11, Technical Support Representative ,Newark, NJ,Current Employee, more than 1 year
354,We really need to unionize,1.0,"Money
4x10 shifts
Severely discounted cable and internet","Lack of training
Micro managing
Once you use your personal time you’re out of luck.. and trust me you need the time to keep mentally stable..
Customers scream and blame you for everything
Policies change depending on your call center
You must run tools that don’t even work
Certain supervisors target you
Shift changes every 5-6 months
Customers determine your progression/raises

NOT A UNION JOB",4 people found this review helpful,2018-05-10, Tech Support Representative ,Jericho, NY,Current Employee, more than 3 years
355,Local Sales,3.0,Great group to work with as an introductory Sales positions.  The environment encourages professional growth and experience to help foster talent.,"Currently there is a lack of direction with the larger company as  whole, which is having negative side effects for daily operations and management.  Additionally, a lack of internal talent opportunities has left little forward progress in the current field.",Be the first to find this review helpful,2018-05-07, Anonymous Employee ,,,Current Employee,
356,vp,5.0,"Dynamic leadership,  commitment to innovation","Competitive environment, this is also a pro but we do have to compete",Be the first to find this review helpful,2018-04-26, Anonymous Employee ,,,Current Employee,
357,Lead Bid Manager,2.0,Expertise with international IT and telecom market,Low salary. No opportunity to self career development,Be the first to find this review helpful,2018-04-20, Anonymous Employee ,,,Current Employee,
358,IT Support,1.0,Free paid two weeks training,"The two weeks training was a joke. 30 minutes lunch is deducted from pay, so you'll be there 8 and 1/2 hours but get 8 hours of pay. If you used all of your sick days but you're still sick and needed more time off, they would tell you to come to work or you get written up. You need to work there for at least 1 year to get unpaid sick leave. So, new employees, do not get sick in your first year! Your computer screen and your calls are being monitored at all times.  If you take more than 30 seconds in between calls, you'll get a warning text from your supervisor.  99.9% people work in this company are overweight and depressed and have some sort of medical problems. They're always firing and hiring people. If you're desperate for work, then this might be a good opportunity for you. However, your mental and physical health will suffer.",3 people found this review helpful,2018-04-17, Anonymous Employee ,Newark, NJ,Former Employee, less than 1 year
359,Disappointment after Altice took over,2.0,"Colleagues, benefits, and Bethpage location",Leadership became overly focused on cost cutting to a point where it damaged the quality of the product.,4 people found this review helpful,2018-04-13, Anonymous Employee ,Bethpage, NY,Former Employee, more than 3 years
360,Terrible company to work for!,1.0,The benefits are the only good thing about working at Altice.,"-ZERO communication from the top down
-unable to work efficiently because of the constant change and then they end up changing it back to the way it was
-no promotions within and no career growth or mentorship
-have to go through a rigorous and never ending process to get something approved
-there is an ""Investment Committee"" to go through to have ANY and EVERY single expense out of the company approved. We were out of water for a period of time and no one in upper management care or help us get money approved for more.
-NO accountabilityfor employees or consequences for not doing the right thing
-laying off people via snail MAIL after 15+ years of service
-announcing changes AFTER they were already in place",4 people found this review helpful,2018-04-10, Anonymous Employee ,,,Former Employee, more than 3 years
361,"Good pay for the position, not much else",3.0,"The pro is that the pay is pretty good. More than the average for the same position in other companies + paid training. However you're probably going to end up regretting working in a call center.

Definitely apply and work here to gain some experience. The interview is a piece of cake. They just ask you for definitions of some technical words.","Management is terrible. Most supervisors aren't qualified to do their jobs since they were promoted from regular customer service. You get about 70 calls a day from every department (including retention). Since you can't help you have to transfer the calls, and because you transfer you eventually get in trouble for transferring so much. The system is obviously flawed.",2 people found this review helpful,2018-04-01, Anonymous Employee ,,,Former Employee, less than 1 year
362,Don't work here if you want job security,1.0,"Deeply discounted product benefit, decent benefits but costs constantly rising.",They are eliminating in house employees one department at a time in favor of outside contractors.  NOT A PLACE FOR A STABLE CAREER!,4 people found this review helpful,2018-03-31, Anonymous Employee ,Oakland, NJ,Former Employee, more than 10 years
363,TSG level 2,1.0,"Deeply discounted cable
Decent pay rate","Work hours, poor management, inept payroll workers, micromanagement",2 people found this review helpful,2018-03-30, Anonymous Employee ,,,Former Employee,
364,Inbound Sales Representative,3.0,"Relaxed environment, you make good money, employees get along well","Stressful, they have high expectations, management does not care about you, not many amenities.  Management has a tendency to threaten your job! Management witholds important information for example the building lease was supposed expire soon and the company renewed it! But general managers didnt tell employees we all were scared we were going to get laid off!",3 people found this review helpful,2018-03-27, Inbound Sales Representative ,,,Current Employee, less than 1 year
365,Better than a stick in the eye (barely).,2.0,Good benefits - good cafeteria - clean bathrooms - parking lot is well maintained,"Managing to the numbers - or else.  No real occupational growth.  Customer Service is a phrase they use as something that happened long ago, and no longer matters.   It's all about the CxO and EVP's making their numbers, so they can get their Options and Bonuses.",3 people found this review helpful,2018-03-24, Marketing Manager ,Woodbury, NY,Former Employee, more than 3 years
366,Great company if you like change!,5.0,"- Excellent people to work with
-Great work environment: open and flexible
-Learning curve is high here because things are moving fast
-They foster and encourage idea sharing- You can be who you want to be!","- I would say with the evolving environment communication on changes sometimes comes after it has already happened.
- Sometimes the pace can seem hectic",Be the first to find this review helpful,2018-03-22, Anonymous Employee ,Plano, TX,Current Employee, more than 1 year
367,I used to love working at Suddenlink before this company bought them,1.0,"Employee discounts on cable and internet
Good Health Insurance","Suddenlink WAS a good company....
Ever since ALTICE bought out Suddenlink the company as a whole has suffered in EVERY way.
They have laid off 2,000+ good employees
Altice has raised sales expectations and lowered the pay.
The work environment has become miserable
All they care about is the all mighty dollar....Suddenlink cared about its employees.
Work hours are from 10am-8pm
If a customer has their services disconnected for not paying their bill once within 5 months of buying services from a Direct Sales Rep the company takes ALL of the money back that we were paid for making the sale. It doesn't matter whether the customer reconnects their services the next day, Altice still deducts the money out of our next commission check. It's WRONG
I cannot think of even ONE thing that Altice has made better.",2 people found this review helpful,2018-03-17, Direct Sales Representative ,,,Current Employee, more than 3 years
368,Project Manager,3.0,Proactive environment and culture of quality,"No recrutiment, ageing workforce no corporate strategy",Be the first to find this review helpful,2018-03-16, Project Manager ,Lisbon,,Current Employee, less than 1 year
369,Customer Service Representative,2.0,"Good pay, vacation, personal and sick time","New management, cut backs, and policy's",Be the first to find this review helpful,2018-03-12, Anonymous Employee ,,,Former Employee,
370,HORRIBLE COMPANY,2.0,"BENEFITS, 401K MATCH, YEARLY RAISES AND INCREASES WITH PROGRESSION EXAM",Once this company took over Optimum in 2016 nothing was the same. They made false promises to the technicians and also the reps. When asked they told us we had nothing to worry about because they were no longer laying off entire departments. 6 months later. they laid off my entire department and continue laying people off.,4 people found this review helpful,2018-03-12, REGIONAL CALL CENTER REPRESENTATIVE ,Bronx, NY,Former Employee, more than 5 years
371,Tech Support,4.0,Great experience to build,"-Very Busy
- Frustrating Calls Back to Back",2 people found this review helpful,2018-03-12, Technical Support Representative ,Newark, NJ,Current Employee, more than 1 year
372,Sit and speak with customers about tech support and billing.,3.0,This company offers a great and reliable service. you get your service free and benefits are immediate. the supervisors will be quick to help with your needs and have your back.,"This company has many many changes at any given moment. If you don't like change, its not for you. they are very strict on call times while not taking into account of company policies that make calls longer. The technicians in the field can be unreliable. Their systems have a lot of glitches and discrepancies so watch your checks closely.",Be the first to find this review helpful,2018-03-06, Customer Service Representative ,Tyler, TX,Current Employee, less than 1 year
373,Don’t,1.0,"Pay, when they get it right. Benefits are expensive and a decrease in pto since the new year. That’s about it...","Terrible management and directors, including HR. This is definitely a place you want to avoid. No work life balance or respect for employees. Directors and management only cares about the bottom line. There is no job security or pay security for that matter. It is common place for a mass group of employees to not get paid or missing parts of pay. No clear job description so you will be asked to take on a lot without extra pay. They will soon outsource as much work as they can.",7 people found this review helpful,2018-03-04, Corporate ,New York, NY,Current Employee, more than 1 year
374,Former Employee,3.0,Newly created company - opportunity for some skills to grow,Slow decision making - lots of RIF action,Be the first to find this review helpful,2018-02-26, Anonymous Employee ,,,Former Employee,
375,Draining,1.0,"Free services if you live in a service area. 
Matched 401k
Health, Dental, Vision benefits
PTO - Sick, Personal and Vacation (almost impossible & rarely approved) 
Supervisors (some) are friendly and relatable.","Lack of communication 
No structure 
Work/Life balance
New scheduled every 5-8 months
No clear lines of job duties/responsibilities within departments.
Unrealistic performance metrics.",6 people found this review helpful,2018-02-22, Customer Service Representative ,Newark, NJ,Current Employee, more than 1 year
376,Senior Software Developer,4.0,"Challenging, Fast Paced, Good Learning Place",Not being able to keep the best,Be the first to find this review helpful,2018-02-21, Senior Software Engineer ,Aveiro,,Current Employee, more than 5 years
377,System Admin IT,2.0,"Great co-workers. Great deal on cable, internet, and phone services for employees. Good health, dental, vision benefits. Good holiday, personal, and sick time. Nice building, good equipment, good parking, good cafeteria. OK pay.",The upper management that took over shortly before Altice bought Cablevision had little interest in their employees.  Plenty of smiles and handshakes but no clue of who you were or what you did.  Most of IT was moved from Long Island to Texas.,4 people found this review helpful,2018-02-14, Systems Administrator ,Bethpage, NY,Former Employee, more than 8 years
378,Poor Senior Management,1.0,Can't think of any at the moment.,Lack of care for employees and work they put in. Only focused on bottom line. Employees and Customers are at the bottom of the list.,3 people found this review helpful,2018-02-13, Anonymous Employee ,Bethpage, NY,Former Employee,
379,REVIEW,4.0,"great benefits, new challenges",For me- too far from home,Be the first to find this review helpful,2018-02-11, Collections Coordinator ,Jericho, NY,Current Employee, more than 10 years
380,Good pay,4.0,"Good pay, Good benefits, Good working conditions.","Shift changes, stat-intensive focus, and vacation policy",Be the first to find this review helpful,2018-02-10, Anonymous Employee ,,,Former Employee,
381,Not what it used to be,2.0,"Great people, good pay, lots of flexibility","unstable environment, company hierarchy confusion, no loyalty to employees",6 people found this review helpful,2018-02-09, Anonymous Employee ,Saint Louis, MO,Current Employee, more than 1 year
382,do not work here recruiters lie,1.0,benefits are the only pro for this company,"recruiters lie about pay ,
management makes it seem like it is the employees fault 
micro manage. 
pay is low . 
they do not provide a ramp pay  structure for  reps for 90 days and all telecommunications companies do . this is the only company that does not
HR will not respond directly to you , even when you send them an email they will email your boss and 2 levels over you",2 people found this review helpful,2018-02-05, Direct Sales Representative ,Conroe, TX,Current Employee, less than 1 year
383,Bureaucracy has eaten up everything,1.0,"Benefits & People, but work was so much better and funner when it was Audience Partners",The company has a strong focus on saving money and they do not walk their talk. Very bureaucratic and too  focused on getting approvals and filling out the forms,Be the first to find this review helpful,2018-02-03, Anonymous Employee ,,,Current Employee, more than 3 years
384,They don't care about their employees,2.0,Decent Pay. It was great when it was Cablevision.,They dont care what you are going through. They just want their work done. This company has changed after the acquisition. Cost cutting is too much in Altice.,5 people found this review helpful,2018-02-02, Anonymous Employee ,,,Current Employee,
385,Bought out from Suddenlink,2.0,"Coworkers and work schedule worked for me. Pay is moderate for the area, and this is a relaxed atmosphere.",Coworkers and management are always in a constant state of tug-o-war. Coworkers gripe and complain so much that management no longer listens. Management makes so many negative changes that coworkers stop caring all together,6 people found this review helpful,2018-01-29, Dispatcher ,Greenville, NC,Current Employee, more than 10 years
386,"Sad, Very Sad",1.0,"Benefits are okay, very complicated to get through to someone if you have an issue. Many departments are outsourced, so personal attention is nil","No effective training, no effective feedback. no human feelings toward anyone, bias, callous. These people are very mean.",3 people found this review helpful,2018-01-26, Senior Coordinator ,Bethpage, NY,Current Employee, more than 10 years
387,Fulfilling,5.0,"Benefits, atmosphere,flexibility . You really can not beat free cable and internet on top of really great healthcare options. It would be nice to have fitness centers at both locations and childcare but I still love it",It’s on the phone and sedentary . With the need for mandatory overtime we need in house daycare . You can not put 30 minutes extra on single moms and expect us to stay when daycares close early,1 person found this review helpful,2018-01-24, Retention Specialist ,Tyler, TX,Current Employee, more than 3 years
388,Tech Support,2.0,It is a good job to start off when graduating college to gain experience in the tech field.,"This job has many more responsibilities that were not mentioned in the job description. The job continuously adds new responsibilities with no pay increase. The management is nothing to brag about, either.",4 people found this review helpful,2018-01-23, Tech Support ,Newark, NJ,Current Employee, less than 1 year
389,downhill since the buyout,2.0,"Full time work, and the pay was pretty good, though new employees probably get lower pay now.","The company has a strong focus on saving money, your job may be where they look to do this.",2 people found this review helpful,2018-01-21, Level II Tech Support ,Shelton, CT,Former Employee, more than 3 years
390,Absolute worst,1.0,"They only pro is paid holidays, 10 total for year, wish I could say more, but there just aren’t any. Sad but true.","Management can’t get anything right.
Mistakes on payday have become common place. Never had any issue before Altice took over. 
Separated technical side from operational side. Now two different companies, they try to put every spin on how this is a sound business idea, but only benefit is company gains five years of tax breaks while employees and especially customers suffer at Altice’s gain. 
Management model seems more like Ponzi scheme then business operation, executives seem insincere and greedy. 
New employees no longer receive complimentary service( cable, internet and phone).",4 people found this review helpful,2018-01-20, Broadband Technician ,Beckley, WV,Current Employee, more than 10 years
391,Crappy environment but great pay,2.0,great pay / benefits / lots of overtime offered,crappy hours/ management could be bad depending on location.,Be the first to find this review helpful,2018-01-19, Technical Support Representative ,Shelton, CT,Former Employee, less than 1 year
392,Drone,2.0,"Those who are left are good, hard-working people.","Amazing cognitive dissonance. Say you believe in one thing, behave in an entirely opposite way. For example, employees are supposed to be important. They are not. Just faceless cogs in a machine. Incredibly lack of faith in people who are good at their jobs. Shocking micro-management from C suite. Everything is made to be overly complicated- despite the Orwellian doublespeak that it's easy.",3 people found this review helpful,2018-01-17, Anonymous Employee ,,,Current Employee,
393,"Was a great place, may still be for some.",3.0,"Fast paced, excellent collegiate atmosphere, good people, challenging problems to help overcome. Learned a lot.","Changing focus on business priorities led to substantial changes, some not so good for employees.",2 people found this review helpful,2018-01-14, Systems Engineer ,New York, NY,Former Employee, more than 10 years
394,good job,3.0,"Benefits,People,Work,Good Job when it was Cablevision",If you were not in the crowd or click you got pushed aside,3 people found this review helpful,2018-01-12, Anonymous Employee ,,,Former Employee, more than 10 years
395,Has become a factory faced paced uncomfortable environment,1.0,Salery is good commission is great but people are very unprofessional use of cussing language is normal in the call center. Even from supervisors and employees.,Managment play favorites alot of cussing feeling degrading in team meeting. Ypu feel like a child to them. No one goes to HR in fear of retaliation.,1 person found this review helpful,2018-01-11, Retention Specialist ,Bronx, NY,Former Employee,
396,work there at your own Risk,1.0,"A Job to go to with a Salary, but for how long ?","No Job Security,  constantly taking away  perks , sick time, holidays, Christmas bonus, Overtime. Techs are now over worked.",1 person found this review helpful,2018-01-08, Operations Supervisor ,,,Former Employee, more than 10 years
397,Corp Employee,1.0,"Flexible with hours, department co-workers were great","Very poor upper management, tried voicing concerns which were repeated back to the ones we all had problems with resulting in retaliation. Chalked this one up as lesson learned",1 person found this review helpful,2018-01-08, Anonymous Employee ,,,Former Employee,
398,New ownerships are terrible,1.0,"Used to be a family-oriented company. Employees are happy and produce well and above and beyond the standards.
Benefits are ok","Salaries are lower than other other telecom companies
Not much room to grow
Very dynamic and most changes are not attainable 
Most Management (especially in field ops) are not willing to listen to you
Not stable
Launches new products without proper training
More worried about quantity and not quality
Claim to offer educational benefits tuition assistance, but you would have to take classes during your off hours schedule therefore not giving you much options if you work 5 days a week and late hours. (I've had drop multiple courses due to it).",2 people found this review helpful,2018-01-06, Field Ops ,Bethpage, NY,Current Employee, more than 8 years
399,Honest Company Review,1.0,I would advise against it.,"New Ownership lacks good leadership and a clear plan to accomplish goals. It is clear there is a lack of business fundamentals. Many senior employees being forced out or fired. Poor attitude and work environment in multiple departments. This is a very ""what have you done for me lately"" company with no loyalty to employees. If you are thinking about taking a position with this company please reach out to someone who has been here for over 2 years. The positive reviews are clearly written by upper management in a last ditch effort to bring positive feedback.",4 people found this review helpful,2018-01-03, Anonymous Employee ,,,Current Employee, more than 5 years
400,Senior Coordinator,5.0,Benefits and Salary is competitive.,Right now the vibe withing the company is a unstable. People's salaries are being cut.  Positions are being eliminated causing employees to leave the company.,Be the first to find this review helpful,2018-01-02, Anonymous Employee ,,,Current Employee,
401,Good company to have worked for,4.0,"Fast paced, excellent collegiate atmosphere, good people, challenging problems to help overcome.","Changing focus on business priorities led to substantial changes, some not so good for employees.",Be the first to find this review helpful,2017-12-31, Anonymous Employee ,,,Former Employee,
402,Director,3.0,New exciting frontiers in connectivity,None to report at this time,Be the first to find this review helpful,2017-12-28, Anonymous Employee ,,,Current Employee,
403,Tech support,1.0,Discounts are amazing ONLY if you have optimum,Work place environment is terrible here,5 people found this review helpful,2017-12-27, Tech Support Groug (TSG) ,Newark, NJ,Current Employee, less than 1 year
404,Sales,5.0,Makes your own hours. Make a good living. The management team is great. Be your own boss and work close to home,The changes make it seem unattainable at times.  Sometimes the changes come out not the best times. Sometimes a salesman was just at a customers house,Be the first to find this review helpful,2017-12-27, Residential Sales Representative ,New York, NY,Current Employee, more than 3 years
405,Ad Sales,3.0,Flexible schedule . Clients are usually nice to work with.  Can be fun and make decent money.,Managers micro manage you. Constant pressure to up sell clients that have no money and bring in new business.  Sometimes your sales goals are unrealistic.,Be the first to find this review helpful,2017-12-27, Anonymous Employee ,,,Current Employee,
406,sales,4.0,aggressive pay plus commision. working on your own time knockin door to door,outside in extreme weathers kncoking door to door,Be the first to find this review helpful,2017-12-26, Sales Associate ,West Nyack, NY,Former Employee, more than 1 year
407,Working At News 12 Varsity,4.0,"Great atmosphere, and I enjoy going to work everyday",Frequently miss family events due to work,Be the first to find this review helpful,2017-12-24, Lead Field Producer ,Ronkonkoma, NY,Current Employee, more than 8 years
408,Marketing Coordinator,4.0,Great colleagues but management acts scared of executives,Management is scared of execs.,Be the first to find this review helpful,2017-12-18, Anonymous Employee ,,,Former Employee,
409,Customer Service Rep,1.0,I cannot think of any.,There are too many to list.,2 people found this review helpful,2017-12-17, Anonymous Employee ,,,Current Employee,
410,Customer Service,1.0,The hourly pay is decent for the industry,"Years of entitled customers who treat employers rudely. Schedule changes every 6 months, no consideration for employee lives and personal situation. Changes to policy without weighing pros and cons.",1 person found this review helpful,2017-12-14, Anonymous Employee ,,,Former Employee,
411,Fast Moving Company,4.0,"Fast paced, ever changing. Building for the future, not just to get bye.","Constant changes, limited communication.",Be the first to find this review helpful,2017-12-10, Anonymous Employee ,,,Current Employee, more than 10 years
412,Unstable working conditions,1.0,Learn new products. If granted the opportunity,"Unrealistic expectations, new owner moving jobs from Texas area and laying off people with a wealth of knowledge that could assist in the change of the process.",3 people found this review helpful,2017-12-08, Technology Analyst ,Dallas, TX,Current Employee,
