,Summary,OverallRating,Pros,Cons,Helpful,date,Position,City,State,Status,Tenure
1501,Great company that shapes our PC technologies today,3.0,"The only company that can makes x86 and ARM SOC, with world-class GPU.  It's a great company for someone to learn a lot of cutting edge technologies.","The financial struggle / budget cutting is limiting career growth.  This includes almost annual reorg to consolidate teams, and reducing head count by sending people to other Business Unit.  The promotion cycle is also heavily limited due to reduced budget, not to mention no salary adjustment in 2013.",Be the first to find this review helpful,2013-12-26, Member Of Technical Staff ,Markham, ON,Current Employee, more than 10 years
1502,"Great company, plenty of growth opportunities",4.0,"Good management team, world class products",Weak growth prospects in the short term,Be the first to find this review helpful,2013-12-26, Director ,Austin, TX,Current Employee, more than 8 years
1503,"Great work and co-workers, but struggling company",4.0,"Work with high-caliber engineering peers.  Despite attrition, company still has an amazing reservoir of talent and skill sets.  Makes it a great place to learn, and have a lot of fun.

Plenty of opportunities to innovate and influence the design and flow.  Access to technical decisions is not hidden.  Even junior employees can make impactful contributions and influence technical directions if they have the wherewithal to make the ROI case.","Company has been financially challenged for years.  Many benefits have already been jettisoned, and remaining ones are getting sliced.",2 people found this review helpful,2013-12-21, Fellow ,Austin, TX,Current Employee, more than 10 years
1504,Pretty Good so far,4.0,Amazing people to work with. Lot of talented people around and plenty of learning opportunities. Great work life balance,Job security. Management missteps quickly trickles down to hurt the employees.  Less bonus compared to competition,Be the first to find this review helpful,2013-12-16, Senior Design Engineer ,Boxborough, MA,Current Employee, more than 3 years
1505,Good place of employment,5.0,Flexibility in time and interesting projects,The salary is very competitive by Canadian standards - but poor in comparison to US standards,Be the first to find this review helpful,2013-12-16, Software Engineer ,Markham, ON,Current Employee, more than 3 years
1506,great experience for starters,3.0,friendly people. average pay. Flexible working hours. Result oriented,"if you looking for yearly bonus, this is not the place. 

frequent re-org/ major re-org",Be the first to find this review helpful,2013-12-08, Engineer ,Singapore,,Current Employee, more than 10 years
1507,Great company to work for,5.0,Friendly work environment.  Great people to work with,Pc industry not doing too well,Be the first to find this review helpful,2013-12-04, Software Engineer ,Markham, ON,Current Employee, more than 3 years
1508,How the mighty have fallen!,1.0,"If you are reasonably smart and hardworking (and manage to keep your job through reorgs), fairly good place from work-life balance perspective","* Management tries to exploit limited opportunities in Boston area in chip design, by not compensating people properly.
* Misalignment in leveling across locations (especially management in Boston does not reward employees at same level as other locations)",1 person found this review helpful,2013-11-28, Member Of Technical Staff ,Boxborough, MA,Current Employee, more than 5 years
1509,highly unstable company,2.0,good base salary for entry level,no sense of  job security,1 person found this review helpful,2013-11-27,  ,,,Former Employee,
1510,Ups n downs roller coaster ride.,2.0,Good colleagues. Many things to learn. Good employee welfare. Performance bonus match your performance review. Building is nice n spacious.,"Frequent re-org, frequent retrenchments. Building no longer belongs to amd now. Canteen food no good. Not much things to eat around the building. Carpark is small.",Be the first to find this review helpful,2013-11-25, Product Development Engineer ,Singapore,,Former Employee, more than 3 years
1511,Braver actions needed in the post-PC era.,2.0,"top executives are determined to transform this company, on right track 'for the time being'. Possess good IPs and have good position in graphics.","senior middle management are still sticking to old practices (risk avert, light touch or no touch, over political, incompetent in new technologies or inspiring management) which potentially discourages reform of this company, and potentials of teams. Still short of visions and long term strategies.",Be the first to find this review helpful,2013-11-25,  ,,,Former Employee,
1512,"Cutting edge technology at work,",4.0,"- Good work/life balance, pretty flexible work hours as long as you deliver on things
- Good talent, and great learning experience, some awesome folks to work with
- Pretty casual environment","Nothing really, if you can do a bit of self management work is good. One can always keep complaining about money, but thats not what I particularly target.",Be the first to find this review helpful,2013-11-25, Senior Software Development Engineer ,Sunnyvale, CA,Current Employee, more than 3 years
1513,"Good Company, crazy around quarter closing but super fast pace",3.0,Great learnings and fast pace business,Political to a large extent,Be the first to find this review helpful,2013-11-20, Regional Channel Sales ,Méa-Mébara,,Former Employee, more than 3 years
1514,Good place to work,4.0,work ownership and good visibility.,not enough funding and poor advertisement.,Be the first to find this review helpful,2013-11-18, Member Of Technical Staff ,Bangalore,,Current Employee, more than 5 years
1515,Great place to work,4.0,"Good opportunities for early career growth. 
Great place to work if you get matched up with the right management.
Flexible hours, friendly staff, and good work life balance.","Company laid off many employees and is struggling to compete. Lack of  job security.
Compensation and benefits are ok -- not top of the market by any means.",Be the first to find this review helpful,2013-11-18, Anonymous Employee ,,,Former Employee, more than 1 year
1516,So much potential...,4.0,"Amazing people, great products, exciting work","Terrible management, so much changing in the management structure with VPs coming in and leaving that no one in the upper management even seems to understand our business any more.",Be the first to find this review helpful,2013-11-18, Senior Software Engineer ,Orlando, FL,Current Employee, more than 3 years
1517,Over worked to catch up with competitors,3.0,Not much except it's a big company to put on your resume.,Overworked and not recognized. Managers didn't know where the company's overall goals and direction were going.,2 people found this review helpful,2013-11-13,  ,,,Former Employee,
1518,RTL design at austin amd at austin amd,5.0,salary is good at austin amd,presure at austin amd at austin amd,Be the first to find this review helpful,2013-11-13, RTL Designer ,Austin, TX,Current Employee, less than 1 year
1519,Incompetent middle level mgmt + Hubris at the higer levels = Recipe for disaster,1.0,"If you are driven , want to learn new things and stretch your responsibility ....you will have plenty of opportunities to do so(mostly because half the company doesn't care or doesn't want or doesn't know how to do the work)","1) Middle Management is mostly either incompetent or not willing to rock a sinking boat.
2)  WAY too top heavy with too many new directors and VPs from outside the company who have no clue about the AMD culture( which was a big plus for AMD for a long time - not anymore) 
3) The quality of hires over the last few years ( especially at the management level) has deteriorated to the point that some of the hires are just warm bodies.",4 people found this review helpful,2013-11-09, Anonymous Employee ,,,Former Employee, more than 10 years
1520,Steady as she goes,3.0,Great culture and talent pool. Positive attitudes abound. Interesting environment considering the product line and marketing opportunities.,Slow adjustments in the marketplace have lead to a decline. Environment suffers from a lack of understanding what is next and an uneasiness about the future.,1 person found this review helpful,2013-10-30,  ,,,Former Employee,
1521,ASIC Design Engineer,4.0,"Great team to work with! Multi-site collaboration with world class engineers in Sunnyvale CA, Boxborough MA, Orlando FL, Austin TX, Markham Canada, Shanghai China, Bangalore India, etc.  Designing state-of-the-art graphics processors for high end gaming PCs and consoles is very satisfying.  The work environment is casual and you can pretty much set your own hours as long as you deliver on your individual commitments and attend key meetings.","The company stock price could be a bit higher to make company stock rewards more valuable.  If AMD can ""make the turn"" and Rory Read says, then AMD will be back on track with Wall Street.",Be the first to find this review helpful,2013-10-29, Senior Manager ,Orlando, FL,Current Employee, more than 10 years
1522,Nice experience working at AMD,4.0,"Great knowledge base, great processes.",You may not have a good manager.,Be the first to find this review helpful,2013-10-28, Senior Software Development Engineer ,Bangalore,,Former Employee, more than 1 year
1523,Good Place to work,4.0,"Nice people
Nice work culture
Good projects","Employee benefits
work/life balance
growth opp.
transport facility",Be the first to find this review helpful,2013-10-27,  ,,,Former Employee,
1524,Good work life balance,2.0,"Great work life balance, flex hours, and compensation.","Poor work ethic, lots of layoffs, people taking advantage of a sloppy system",Be the first to find this review helpful,2013-10-22, Anonymous Employee ,,,Former Employee, more than 5 years
1525,AMD - in retrospect,3.0,"I worked at AMD for many years in 7 different groups.  Had the opportunity to work with many great people.  AMD allows their employees the freedom to get the job done through flexible schedules and tele-commuting from home.  AMD provides many community outreach projects and activities to help promote bonds between employees.  A great place to start, then run.","Incentives such as  stock purchase, target bonuses have been reduced or eliminated.  Multiple influences from upper management promote mission creep, incomplete projects, and changing product line focus.  These type of actions blow schedules, promote employee migration and layoffs.",Be the first to find this review helpful,2013-10-21, CAD Engineer ,,,Former Employee, more than 10 years
1526,Managers at AMD are living proof of the Dilbert principle,1.0,"- If you don't want to do any meaningful work, and just collect a paycheck, AMD is a good company","- If you want to learn, and grow in your career, stay away from this company. 

Project managers with their worthless PMP certificate run the show. Development morale is at an all time low. Developers don't give a flip about doing a good job, most of them have become desensitized because they constantly put out fires, and fix problems caused by bad planning and incompetent project management. They don't care about innovation. Innovative ideas are usually poorly executed, making the product WORSE.

Ideas don't come from developers and engineers, it comes from marketing. AMD always plays catch-up. AMD is an extremely poor jack of all trades. The only reason this company exists is because they sell cheap crap.

There is no prospect for advancement, if you start your job on the wrong team. AMD will never have swan stories of somebody who started in the mail-room (or the equivalent for an engineer), and worked his way up the chain and became successful. They hire ""experienced"" people from outside the company, and pay them 2x what somebody who's been with the company for 5 years makes. No internal promotions. You might get a title bump if your manager likes you, and you'll get more opportunities to tell other people how to do their jobs while checking your facebook.",5 people found this review helpful,2013-10-19, Software ,Markham, ON,Current Employee, more than 1 year
1527,sssdo not hrurry to joDond,1.0,getting a pay check in case you need one,work environment is the worse I have ever seen,Be the first to find this review helpful,2013-10-18,  ,,,Former Employee,
1528,Interesting,4.0,"Flexible hours, friendly staff, technically challenging",Work volume can be very high at times,Be the first to find this review helpful,2013-10-17, Member of Technical Staff Analog Design Engineer ,Markham, ON,Current Employee, more than 8 years
1529,"Completely Mismanaged, management acting for investors",2.0,"Salary is competetive, good health benefits,","Frequent management changes, buereaucracy, work not visible.",1 person found this review helpful,2013-10-12,  ,,,Current Employee,
1530,TheAMD,3.0,"world class design , compete against competition with lesser technological advancements",Not up to mark in compensation,Be the first to find this review helpful,2013-10-11, Anonymous Employee ,Bangalore,,Current Employee, more than 3 years
1531,"Great people, lost leadership",3.0,"Most people at AMD are friendly, outgoing, sociable, dedicated, and talented. You can learn alot here. Like any company, some groups are more enjoyable to work in than others.",Relentless cost cutting makes it difficult to get people promoted and to fulfill the promise of delivering every product every business unit wants to sell. The culture does not value employees.,2 people found this review helpful,2013-10-10, PMTS ,Austin, TX,Former Employee, more than 10 years
1532,"Used to be ""people first and profits will follow""...not anymore",3.0,I really enjoyed the people I worked with.,"Forced to compete against co-workers in a ranking for pay increases...which fostered a competitive versus collaborative work culture. If a department has 10 good people they should all get good reviews and raises...instead the manager is forced to give a percentage of good, bad and neutral reviews.",Be the first to find this review helpful,2013-10-10, Senior Administrative Assistant ,Austin, TX,Former Employee, more than 10 years
1533,AMD is a good place to work.,4.0,The people are great. I enjoyed working with my team. I was well compensated for my services and received fair reviews.,I wish the company was more financially stable. They've had a hard time competing. I wish them the best.,Be the first to find this review helpful,2013-10-05, Anonymous Employee ,,,Former Employee,
1534,AMD dont have management,2.0,Technical learnings are better then other companies,Management dont know what they want to do so your career is on risk.,1 person found this review helpful,2013-10-05, Design Engineer II ,Bangalore,,Former Employee, more than 1 year
1535,engineer,4.0,good place to start. I like to work here.,you don't have time to investigate deeper,Be the first to find this review helpful,2013-10-04,  ,,,Former Employee,
1536,great,4.0,"new technologies, ASIC bring up",sometimes it is not interesting,Be the first to find this review helpful,2013-10-03, Anonymous Employee ,,,Current Employee,
1537,Difficult company trying to change the tide in the market place with no regard for its people in the process,2.0,Benefits are great.  Pay is good but in today's market will not increase much after you onboard.,"Stressful work environment that increases in tension with each and every layoff as workload increases and morale continues to decline.  Dog eat dog corporate environment - competitive rather than collaborative, reactive rather than responsive.",1 person found this review helpful,2013-10-03, Manager Finance ,Austin, TX,Former Employee, more than 3 years
1538,Going downhill,3.0,"Great people, some great managers, opportunity to work from home.","Lousy workspace in the corporate office.  Some of the managers have horrific people skills, with one-dimensional ideas on what it takes to motivate.  No significant pay raises in years.  Too much work to do anything well.",5 people found this review helpful,2013-10-02, Anonymous Employee ,Austin, TX,Current Employee, more than 8 years
1539,the happiness quotient is declining,3.0,"brand value is good.. but unless you have been with the company for a long time, you will not enjoy the work place as the company is trying to build upon by saving money every possible way.",other than brand rest of the benefits or other aspects of the company are on par with the industry's standard or below the standard. Especially considering that the outlook is not good.. it is a good idea for freshers to look out for some company that has good outlook..,1 person found this review helpful,2013-09-26, Design Engineer II ,Austin, TX,Current Employee, more than 3 years
1540,Sr Product Development Engineer,4.0,it is nice to work,the colleagues are nice in all sites.,Be the first to find this review helpful,2013-09-20, Senior Product Development Engineer ,Hsin-chuang," T'ai-pei, T'ai-pei",Former Employee, more than 1 year
1541,Good people; struggling company.,3.0,"Flexible schedules.  Bright, assertive, talented people. Great campus.  Plenty of good opportunities to learn and develop for those who seek them out.  Never a dull day.","People who show steady results and growth over time are often ignored or let go.  Company's financial situation often impacts employees: mandatory vacation, across the board pay cuts, benefit suspension, frequent staff reductions.  This has stretched its workforce and greatly lowered morale.  Highly bureaucratic.",2 people found this review helpful,2013-09-19, Customer Support Specialist ,Austin, TX,Current Employee, more than 8 years
1542,Program Manager,3.0,lot of talented people to work with.,lot of politics that limits the company's innovation and growth.,Be the first to find this review helpful,2013-09-15, Program Manager ,Markham, ON,Former Employee, more than 1 year
1543,Lots to learn but management is not proper,3.0,Will get to learn a lot and own things.,Culture is not that great. Certain groups are really good but not all.,Be the first to find this review helpful,2013-09-12, Design Engineer II ,Sunnyvale, CA,Current Employee, more than 1 year
1544,very prond of this company,5.0,good environment to work in,directions need to be adjusted,Be the first to find this review helpful,2013-09-11, Senior Hardware Engineer ,Shanghai," Shanghai, Shanghai",Current Employee, more than 5 years
1545,The people are very good and nice to work with and for.,4.0,"People, challenging work, sense of sastifaction. Good work life balance",Company is not making much money. Bonuses are small,Be the first to find this review helpful,2013-09-03, Senior Manager ,Boston, MA,Current Employee, more than 3 years
1546,"Given the appropriate opportunity, AMD is a great place to learn and succeed in your career.",5.0,"Comparable compensation, provides opportunity to succeed, great teams.","Limited funding can be frustrating as there isn't enough time or resources to really implement creative solutions to problems, most solutions tend be band aid or reactionary.",Be the first to find this review helpful,2013-09-01, Member of Technical Staff ASIC/Layout Design Engineer ,Markham, ON,Current Employee, less than 1 year
1547,Facilities Engineering,3.0,Pay was good and job was interesting.,My Boss had no appreciation or interest in my engineering and problem solving. My Boss was more interested in what I could do to make them look good. Basically brown nose or leave. I chose to leave.,Be the first to find this review helpful,2013-08-30, Senior Facilities Engineer ,Sunnyvale, CA,Former Employee, more than 5 years
1548,Going through change.,3.0,Great Campus.  Some great people.,Questionable leadership.  May be loosing focus on the employees as the company changes.,Be the first to find this review helpful,2013-08-30, Product Development Engineering Manager ,Austin, TX,Current Employee, more than 10 years
1549,struggling acompany,3.0,"stable, coz intel doesn't want AMD to die, so it can still survive but less market","no room to grow, too many old/senior guys ahead of you",Be the first to find this review helpful,2013-08-30, Project Manager ,Markham, ON,Current Employee, more than 5 years
1550,So far so good,4.0,"Flexible hours, good culture, stable, working on cutting edge technologies, great people to work with.",Company's going through a turn around so employee morale is not very high. Employee compensation and benefits not on par with other big tech companies.,Be the first to find this review helpful,2013-08-22, Member of Technical Staff ASIC Design Engineer ,Markham, ON,Current Employee, more than 5 years
1551,"Company where you can be part of a team developing innovative, game changing products",4.0,"Intelligent employees, innovative products, good employee programs and benefits, challenging work",Yearly layoffs due to financial conditions,Be the first to find this review helpful,2013-08-20, Anonymous Employee ,,,Current Employee, more than 10 years
1552,verification job at AMD,4.0,"good working environment in Shanghai site, and high level for designand verification","laid-off is always annoyed for anyone, so please think about it carefully.",Be the first to find this review helpful,2013-08-19, ASIC Design & Verification Engineer ,Shanghai," Shanghai, Shanghai",Current Employee, more than 1 year
1553,Great experience. Company can do better financially.,4.0,"* One of the better paid engineering firms locally
* Unique and interesting work 
* If you want to learn about CPU and GPU, this is the company to work for","* Has a bit of a ""loser"", ""poor me"" culture that I absolutely despise
* Long ramp up time. New comer prepare to spend first two years just learning the ropes
* Attrition - lost some of the better engineers over the last two years",2 people found this review helpful,2013-08-18, Member Of Technical Staff ,Toronto, ON,Current Employee, more than 5 years
1554,"Still Cutting Edge, Very smart people",4.0,"Use the latest industry standards, methodologies, processes, tools
Very smart people. its a bit more of a mixed bag after last exodus, but the senior engineers are very smart people","Don't expect a big bonus or the best in class salary
Don't expect people to ooh and aaah when you tell them where you work
Rory Read is a love him or hate him kind of guy
You have to push to get promoted. Early and Often.",Be the first to find this review helpful,2013-08-16, Verification Engineer ,Sunnyvale, CA,Current Employee, more than 5 years
1555,Great Company,5.0,Good experience to learn alot about hardware,Pay not as competitive as hydro,Be the first to find this review helpful,2013-08-16, Senior Hardware Engineer ,Markham, ON,Current Employee, more than 1 year
1556,Product Engineer,3.0,"good colleague, good chance to be promoted","market is not that good for the products, a lot of pressures on smart people left company",Be the first to find this review helpful,2013-08-12, Product Engineer ,Austin, TX,Current Employee, more than 3 years
1557,Great learning experience.,4.0,Reasonably high salary compared to other small startup companies and employees get some benefits. AMD markham has a pleasant working environment and relatively flexible working hours.,Testing team can fluctuate a lot. People come and go often.,Be the first to find this review helpful,2013-08-03,  ,,,Current Employee,
1558,AMD is one the IT company that makes processor as well as Graphics Card.,4.0,AMD is having good ethics and culture to work,People are not aware about AMD,1 person found this review helpful,2013-08-01, Area Sales Executive ,Mumbai,,Current Employee, less than 1 year
1559,good,2.0,good work to work on,not as such much to say,Be the first to find this review helpful,2013-07-31,  ,,,Current Employee,
1560,Great chance to learn more things.,4.0,Learn New things and do things really interesting. Know more about asic design.,"Don't have good training. Work hard, overtime, got good results but not good salary increase",Be the first to find this review helpful,2013-07-29, ASIC Layout Engineer II ,Shanghai," Shanghai, Shanghai",Former Employee, more than 1 year
1561,Great Company and Philosophy,5.0,"Easy to talk to Upper Management, Benefits, Culture, Work/Life Balance",Salary offered could be better,Be the first to find this review helpful,2013-07-29, Human Resources Analyst ,Austin, TX,Current Employee, less than 1 year
1562,"Valuable experience, but no career growth",3.0,"Very bright, assertive, talented people. Big budgets, opportunities to work on large projects in a variety of formats. Pays fairly well, but make sure to come in as high as possible because promotions and raises are only for the loudest noisemakers and people who show steady results and growth over time are ignored. Flexible schedules.","Without a disciplined structure all those talented, assertive people walk all over each other and spend more time fighting amongst themselves than against the competition. Huge wastes of time, energy, enthusiasm, and ultimately, money. No continuity in planning over time - the latest, coolest, most exciting thing gets the attention whenever new leadership comes in. Existing projects, priorities and people are scrapped. Expect nothing to last more than 6 months.",4 people found this review helpful,2013-07-18, Marketing Manager ,Austin, TX,Former Employee, more than 5 years
1563,Good place to work for,3.0,"Good work life balance.
Good place to learn technology.",Company has been going through rough phases in past few years. Hope it comes back to profitability.,Be the first to find this review helpful,2013-07-18, Anonymous Employee ,,,Current Employee,
1564,"Good Company, while kind of restricted",4.0,"Though you are an intern, you can learn a lot after the internship. My mentor not only let me take responsibility for the whole recruiting process, but also provided me opportunities to help on projects of other HR functions. After the internship, I have a very clear eye on the HRM of this company as a whole.","During my first week of internship, I felt restricted. On one hand, everyone was busy doing their own projects, no one would care about you, you had to ask, and ask again for help. On the other hand, if I want to use the phone, the copywriter, I had to ask for the password. While for the following weeks, I just got used of it. Actually nothing really bad.",Be the first to find this review helpful,2013-07-17, Staffing Intern ,,,Former Employee, less than 1 year
1565,Good workforce but poor leadership.,1.0,Informal culture.  Seasonal kind of work stress.,Top Leadership can talk a lot but do very little. Top leadership cannot deliver results hence retrench lower levels.  Blame all failure on macro environment.  Kind of headless chicken now.,3 people found this review helpful,2013-07-16, Senior Engineer ,Singapore,,Former Employee, more than 8 years
1566,It is a Job.,3.0,"When the times are good and you are in the right place, it is a great place. You can learn a lot and it can be a fun place to spend time",If you are not in the right place you are going to be let go or hanging.,Be the first to find this review helpful,2013-07-13, Senior Product Engineer ,Austin, TX,Current Employee, more than 5 years
1567,Member of Technical Staff,3.0,"Cutting edge graphics technology and know-how, friendly environment, lots to learn and ways to advance skill set required.

Hardware is designed by guys who understand the future of gpu computing for a change.","Financial concerns are pulling the team spirit down and also high talent -as I did- is leaving the company.  

As a result all ESPP and stock bonuses meant nothing after few years.",Be the first to find this review helpful,2013-07-11, Member Of Technical Staff ,Orlando, FL,Former Employee, more than 5 years
1568,Great Development Team,4.0,"Strong Engineering Organization
Complete Computing Solutions
Latest and Greatest Technology 
Commands respect from the largest fabless manufacturers",Challenges competing with the major in the pc computing environment,Be the first to find this review helpful,2013-07-07, Senior Engineering Manager ,,,Former Employee, more than 3 years
1569,"Things we're looking bad, but seems to be turning around",4.0,"low stress work environment, enjoy going to work
cool products
good benefits","have to fight for yourself for fair compensation
constant stream of bad news (company losing money, etc)",Be the first to find this review helpful,2013-07-01,  ,,,Current Employee,
1570,it's good to work in AMD,5.0,work and personal life balanced,no employ benefits or perk,Be the first to find this review helpful,2013-06-25, Software Engineer II ,Bangalore,,Current Employee, more than 3 years
1571,Good but not great,4.0,"-Fun atmosphere,but it could change
-Good coworkers
-Good benefits","-Bad Pay
-Bad locations
-Stiff competition from competitiors",Be the first to find this review helpful,2013-06-24,  ,,,Former Employee,
1572,Insular and political culture,2.0,Smart people in some engineering positions. Good GPU technology. Good ideas on Heterogenous computing. Open standards for Heterogenous Computing. Reasonable compensation.,Culture rewards over promising - constant sense if you don't say you can deliver you'll be part of the next RIF. Management does not listen when told something is not feasible given available resources.  Product delays are common and failure to launch products is causing competitive problems.,Be the first to find this review helpful,2013-06-23, Member of Technical Staff Software ,Sunnyvale, CA,Former Employee, more than 1 year
1573,"Highest complexity technical work, good salary, poor work environment/infrastructure",3.0,One of the most challenging VLSI design works in the world happens here,"Poor work environment, very less soft benefits, one doesnt feel well taken care of",Be the first to find this review helpful,2013-06-20, Member Of Technical Staff ,Hyderābād,,Former Employee, more than 3 years
1574,"Top heavy company, please move this sinking ship to right direction",1.0,"- Learn lot of cutting edge CPU/GPU knowledge and how to deal with politics.
- Learn and get away unless you are bosom friend of your boss.   You will get bulletproof vest exempt from layoff.","- Very political and nepotism.  Hiring and promotion only for their dull and unqualified old buddies.  Work hard doesn't mean have chance to get reward or promotion, but reciprocated by layoff. 

- Low level developers are undervalued and overworked.  Managers and old timers are relax, slow, unproductive and WFH. Perfect work-life balance and fat salary for them. Top notch favoritism. Shameless mouth-blabbering wins over dedicated and skilled hard workers.  

- Almost two years turmoil, but it won't stop.  Upper management cuts many x86 projects and treats employee like COST and DIRT, middle management only care about their job aggressively throw their resources under the bus to cover their ass.  Later on, they have to hire engineers back to run projects.  This stupid ""AMD routine"" never saved cost and defer product launch schedule.

- Now this is a place for mouth-blabbers, smart-talkers and shameless butt-kissers. Not a place for skilled and honest folks to invent exciting products.",1 person found this review helpful,2013-06-16, Employee ,,,Former Employee, more than 5 years
1575,Good starting learning environment to know people of different culture from other countries,3.0,A good starting point for fresh graduates.,Poor leadership in the department. Highly political.,1 person found this review helpful,2013-06-15, Anonymous Employee ,Singapore,,Current Employee, more than 5 years
1576,AMD is very bureaucratic and very depressive company,1.0,"very limited future, AMD is very bureaucratic and very depressive company","A lot of problems, no future for young people, no learning, no system.",Be the first to find this review helpful,2013-06-13, Architecture ,San Jose, CA,Current Employee, less than 1 year
1577,poor  life/work balance,2.0,"good pay, good benefit, good work environment","no life, work balance at all",Be the first to find this review helpful,2013-06-10, IT Manager ,Sunnyvale, CA,Former Employee, less than 1 year
1578,Unstable,1.0,Can only get better... or disappear.,"- Very unstable
- Lack of strategy
- React instead of act",Be the first to find this review helpful,2013-06-10,  ,,,Former Employee,
1579,mixed feelings,4.0,I had the opportunity to work with some great people and learned a lot in this particular role.  I also liked the flexible schedule/remote working ability.,"A lot of power politics - information is often highly controlled and trying to get relevant information was a challenge at times.  There are some people who have managed to make it to leadership roles that are not, in my opinion, quite ready to be there.  Leadership entails the ability to listen.",Be the first to find this review helpful,2013-06-09, Member of Technical Staff Software Development Engineer ,Acton, MA,Current Employee, more than 1 year
1580,its a job that works for me,4.0,"hi quality work
short commute
good boss
decent pay","its a unintended ""not for profit""",Be the first to find this review helpful,2013-06-06, PMTS ,Austin, TX,Current Employee, more than 8 years
1581,my experience as technical support agent and learning curve,4.0,Learn about customer relations and customer support work with documentation and learn about company's product lines. Get connected to multiple departments and learned from more experienced engineers,"Slow technical grows, however substantial breadth of knowledge",Be the first to find this review helpful,2013-06-06, Technical Support Agent ,,,Former Employee, less than 1 year
1582,A great place to grow as a marketer,3.0,"- Working with amazingly smart people
- Great products and partners to work with
- Amazing work/life balance","- Alignment issues and unclear roles and responsibilities caused confusion and duplication of efforts
- Morale issues due to annual layoffs and budget cuts
- Lack of direction and follow through",Be the first to find this review helpful,2013-06-05, Marketing Manager ,Austin, TX,Former Employee, more than 5 years
1583,Great place to work at  and grow,5.0,Great place to work at  and grow,Nothing other than long hours,Be the first to find this review helpful,2013-06-03, Anonymous Employee ,San Antonio de la Cal," Oaxaca, Oaxaca",Current Employee, less than 1 year
1584,Great experience,5.0,"wonderful people, working with latest technologies","pay is not so great, stocks are very low",Be the first to find this review helpful,2013-06-03, Software Engineer ,Dresden,,Former Employee, less than 1 year
1585,Good,3.0,Nice env to work and wfh,No long term product plans,Be the first to find this review helpful,2013-06-01, Principal Member of Technical Staff ,Sunnyvale, CA,Former Employee, more than 1 year
1586,A learning experience from big corporate companies.,4.0,"There are incredibly talented people that work day and night for this company, bar none the best and brightest in the world. I've learned so much about how things work in a big corporate office setting that I'll take with me throughout my career. Also, the intramural sports leagues seem like fun, and the on-site gym is kept very well!","Not much really, but I would say that I as well as many other former employees felt the squeeze of the new CEO. The cost cutting was absolutely hurting our morale, not just in the department but the whole company. Then the eventual rounds of annual layoffs occured. Maybe it's more fun to work in the consumer products side than the workstation/professional side.",Be the first to find this review helpful,2013-05-29, Software Engineer ,Sunnyvale, CA,Former Employee, more than 3 years
1587,Not the best place to be for young graduates,1.0,"If you are new/fresh grad, you will learn a lot in the first few years","The company is trying to get its bearings so its not the best of places to be when you want to just focus on work and not look over your shoulder for your turn to be laid off.

Management is clueless with constant changing of roles assigned to you and even the very product you are working on. Not the best way to instil confidence that they know what they are doing.

Lot of talk in quarterly earnings calls but very little action. Much like a toothless roar.",2 people found this review helpful,2013-05-28, Product Development Engineer ,Singapore,,Former Employee, less than 1 year
1588,a little bit nice place,4.0,"free, not so busy, and ....",the management is a little muss,Be the first to find this review helpful,2013-05-23, Anonymous Employee ,,,Current Employee,
1589,MTS Product Development Engineer,3.0,Relatively strong engineering team and good culture. Good place for fresh graduates to learn and pick up the skills.,Management needs to be improved. Product Road map should be well set up and executed. There were too many projects cancelled and that's a big waste.,Be the first to find this review helpful,2013-05-21, Member of Technical Staff Product Engineer ,Austin, TX,Current Employee, more than 3 years
1590,Lots of missed opportunities,2.0,"Love the Austin Area
Some very smart people to work with
In 2 duopolies (x86 + PC graphics) should yield lots of opportunities","Management by be-rating is common (the beatings will continue until morale improves)
Failed to be credible 2nd source to Intel in x86.  Why would being a 2nd source in ARM help ?
Challenges with process and yields renders many plans moot",3 people found this review helpful,2013-05-20, Director of Engineering ,Austin, TX,Former Employee, more than 3 years
1591,My working experience with AMD has been mixed,2.0,"- Working on World Class leading technologies on Graphics
- Many great talented people in the organization
- No communication barriers between different levels of employees in the organization","- Work harder not = greater opportunity + higher compensation
- Very stubborn upper management, reluctant/inflexible to make changes
- Poor HR management: hiring efficiency, inconsistent career performance process over years
- Many restrictions working with high value geography sites = reduced productivity and efficiency",2 people found this review helpful,2013-05-17, Senior Manager ,Markham, ON,Current Employee, more than 10 years
1592,"Great Company, No money",2.0,It was a great company with a ton of smart people... initially,Slowly swirling down the drain,Be the first to find this review helpful,2013-05-11, Anonymous Employee ,,,Current Employee,
1593,A company needs better strategy and culture,3.0,Compensation is good. Flexible working schedule.,A lot of politics and morale is bad,2 people found this review helpful,2013-05-11, Anonymous Employee ,Markham, ON,Former Employee, more than 8 years
1594,Best place to work,5.0,Very good for getting knowledge,Company is not making good profits.,Be the first to find this review helpful,2013-05-04, Engineer ,Bangalore,,Current Employee, more than 1 year
1595,"Friendly working environment, flexible hours, satisfactory compensation",4.0,Flexible work hours; good engagement with employees; satisfactory compensation; friendly working environment; convenient location; opportunities to take on different projects/roles,Can improve on skills development; Can provide more upward mobility; Can improve with compensation;,Be the first to find this review helpful,2013-05-02, Senior Program Management Analyst ,Markham, ON,Current Employee, more than 5 years
